scaffold,start,end,mid,sites,pi_Meadow,pi_Lake,dxy_Meadow_Lake,Fst_Meadow_Lake,INFO
NC_045542.1,169616487,169616487,169616487,1,nan,nan,nan,nan,LOC116503390
NC_045542.1,169616523,169616523,169616523,1,0.0539,0.0924,0.0729,0.0092,LOC116503390
NC_045542.1,169616529,169616529,169616529,1,0.3687,0.2651,0.3212,-0.0022,LOC116503390
NC_045542.1,169616540,169616540,169616540,1,0.4981,0.4717,0.4853,-0.0006,LOC116503390
NC_045542.1,169616563,169616563,169616563,1,0.1625,0.1589,0.1592,-0.0051,LOC116503390
NC_045542.1,169616577,169616577,169616577,1,0.2278,0.1228,0.1779,-0.0223,LOC116503390
NC_045542.1,169616606,169616606,169616606,1,0.2409,0.2322,0.2344,-0.0069,LOC116503390
NC_045542.1,169616614,169616614,169616614,1,0.3099,0.4596,0.4072,0.0447,LOC116503390
NC_045542.1,169616616,169616616,169616616,1,0.1638,0.1217,0.1419,-0.0231,LOC116503390
NC_045542.1,169616628,169616628,169616628,1,0.5034,0.5053,0.4989,-0.0049,LOC116503390
NC_045542.1,169617003,169617003,169617003,1,0.505,0.3771,0.4597,0.0057,LOC116503390
NC_045542.1,169617069,169617069,169617069,1,0.1477,0.4046,0.3026,0.0649,LOC116503390
NC_045542.1,169617105,169617105,169617105,1,0.1444,0.1556,0.1489,0.0008,LOC116503390
NC_045542.1,169617115,169617115,169617115,1,0.1181,0.2767,0.2064,0.0447,LOC116503390
NC_045542.1,169617130,169617130,169617130,1,0.0745,0.0863,0.0799,0.0016,LOC116503390
NC_045542.1,169617136,169617136,169617136,1,0.2205,0.23,0.2237,-0.0022,LOC116503390
NC_045542.1,169617155,169617155,169617155,1,0.4981,0.5039,0.5,-0.0005,LOC116503390
NC_045542.1,169617160,169617160,169617160,1,0.5126,0.5325,0.5193,-0.0014,LOC116503390
NC_045542.1,169617205,169617205,169617205,1,0.4057,0.3185,0.3651,-0.0062,LOC116503390
NC_045542.1,169617212,169617212,169617212,1,0.6061,0.5315,0.5728,0.0007,LOC116503390
NC_045542.1,169617214,169617214,169617214,1,0.4854,0.458,0.4696,-0.0046,LOC116503390
NC_045542.1,169617872,169617872,169617872,1,0.2418,0.4394,0.3712,0.0541,LOC116503390
NC_045542.1,169617888,169617888,169617888,1,0.4846,0.4998,0.4914,-0.0002,LOC116503390
NC_045542.1,169617903,169617903,169617903,1,0.2991,0.395,0.3496,0.0154,LOC116503390
NC_045542.1,169617912,169617912,169617912,1,0.4725,0.4471,0.4565,-0.0062,LOC116503390
NC_045542.1,169617954,169617954,169617954,1,0.0156,0.1834,0.1076,0.0732,LOC116503390
NC_045542.1,169617972,169617972,169617972,1,0.0159,0.1725,0.101,0.0748,LOC116503390
NC_045542.1,169617984,169617984,169617984,1,0.1217,0.2334,0.1811,0.0226,LOC116503390
NC_045542.1,169617986,169617986,169617986,1,0.2206,0.4218,0.349,0.0595,LOC116503390
NC_045542.1,169617992,169617992,169617992,1,0.306,0.1354,0.2319,0.0047,LOC116503390
NC_045542.1,169617993,169617993,169617993,1,0.3478,0.2523,0.3029,-0.0001,LOC116503390
NC_045542.1,169618001,169618001,169618001,1,nan,nan,nan,nan,LOC116503390
NC_045542.1,169618006,169618006,169618006,1,0.1948,0.2637,0.2297,0.0097,LOC116503390
NC_045542.1,169618020,169618020,169618020,1,0.1948,0.1245,0.1602,-0.0068,LOC116503390
NC_045542.1,169618043,169618043,169618043,1,0.4309,0.4981,0.49,0.0311,LOC116503390
NC_045542.1,169618053,169618053,169618053,1,0.3174,0.3389,0.3262,-0.0001,LOC116503390
NC_045542.1,169618074,169618074,169618074,1,0.3081,0.2635,0.2869,-0.0037,LOC116503390
NC_045542.1,169618097,169618097,169618097,1,0.3979,0.4462,0.4223,-0.0007,LOC116503390
NC_045542.1,169618098,169618098,169618098,1,0.4613,0.4911,0.4772,0.001,LOC116503390
NC_045542.1,169618127,169618127,169618127,1,0.4242,0.4541,0.4368,-0.0013,LOC116503390
NC_045542.1,169618128,169618128,169618128,1,0.191,0.1641,0.1762,-0.0049,LOC116503390
NC_045542.1,169618564,169618564,169618564,1,0.4936,0.4846,0.4854,-0.0041,LOC116503390
NC_045542.1,170734994,170734994,170734994,1,0.3698,0.3446,0.3551,-0.005,LOC116503374
NC_045542.1,170735688,170735688,170735688,1,0.4411,0.4262,0.4323,-0.003,LOC116503374
NC_045542.1,170735717,170735717,170735717,1,nan,nan,nan,nan,LOC116503374
NC_045542.1,170735745,170735745,170735745,1,0.2238,0.2363,0.2283,-0.0021,LOC116503374
NC_045542.1,170735853,170735853,170735853,1,0.1583,0.2935,0.2327,0.0371,LOC116503374
NC_045542.1,170736546,170736546,170736546,1,0.3302,0.3942,0.3632,0.0057,LOC116503374
NC_045542.1,170736609,170736609,170736609,1,0.1865,0.2397,0.2128,0.0078,LOC116503374
NC_045542.1,170736656,170736656,170736656,1,0.1337,0.1556,0.1438,0.0027,LOC116503374
NC_045542.1,170736664,170736664,170736664,1,0.4146,0.4206,0.4155,-0.0021,LOC116503374
NC_045542.1,170736677,170736677,170736677,1,0.3317,0.4207,0.3815,0.0116,LOC116503374
NC_045542.1,170736705,170736705,170736705,1,0.2353,0.2995,0.2677,0.0095,LOC116503374
NC_045542.1,170736755,170736755,170736755,1,0.2571,0.2373,0.2455,-0.0046,LOC116503374
NC_045542.1,170737171,170737171,170737171,1,0.062,0.223,0.1505,0.045,LOC116503374
NC_045542.1,170737178,170737178,170737178,1,0.1317,0.2928,0.2219,0.0442,LOC116503374
NC_045542.1,170737186,170737186,170737186,1,0.5036,0.5031,0.5005,-0.0029,LOC116503374
NC_045542.1,170737188,170737188,170737188,1,0.163,0.2827,0.2277,0.0269,LOC116503374
NC_045542.1,170737219,170737219,170737219,1,0.163,0.1942,0.1776,0.0029,LOC116503374
NC_045542.1,170737252,170737252,170737252,1,0.1275,0.0884,0.1076,-0.0204,LOC116503374
NC_045542.1,170737263,170737263,170737263,1,0.1654,0.1464,0.1549,-0.0085,LOC116503374
NC_045542.1,170737269,170737269,170737269,1,0.4293,0.4666,0.4478,0.0042,LOC116503374
NC_045542.1,170737284,170737284,170737284,1,0.331,0.4279,0.3863,0.0147,LOC116503374
NC_045542.1,170737285,170737285,170737285,1,0.1393,0.2651,0.207,0.0421,LOC116503374
NC_045542.1,170737292,170737292,170737292,1,0.273,0.1684,0.2239,-0.0054,LOC116503374
NC_045542.1,170737297,170737297,170737297,1,0.273,0.1704,0.2247,-0.004,LOC116503374
NC_045542.1,170737301,170737301,170737301,1,0.2905,0.1664,0.2338,-0.009,LOC116503374
NC_045542.1,170737317,170737317,170737317,1,0.3465,0.2637,0.307,-0.0062,LOC116503374
NC_045542.1,170737354,170737354,170737354,1,0.1452,0.2885,0.2244,0.0338,LOC116503374
NC_045542.1,170737359,170737359,170737359,1,0.3417,0.3308,0.3335,-0.0062,LOC116503374
NC_045542.1,170737383,170737383,170737383,1,0.1495,0.2202,0.1855,0.016,LOC116503374
NC_045542.1,170737389,170737389,170737389,1,0.0,0.04,0.0203,0.071,LOC116503374
NC_045542.1,170737406,170737406,170737406,1,nan,nan,nan,nan,LOC116503374
NC_045542.1,170738209,170738209,170738209,1,0.0484,0.053,0.0503,-0.0004,LOC116503374
NC_045542.1,170738256,170738256,170738256,1,nan,0.0,0.0833,nan,LOC116503374
NC_045542.1,170738260,170738260,170738260,1,nan,0.2708,0.2692,nan,LOC116503374
NC_045542.1,170738272,170738272,170738272,1,0.0629,0.0272,0.0451,-0.0232,LOC116503374
NC_045542.1,170738880,170738880,170738880,1,0.1061,0.1295,0.1169,0.006,LOC116503374
NC_045542.1,170745885,170745885,170745885,1,nan,nan,nan,nan,LOC116503374
NC_045542.1,170776440,170776440,170776440,1,nan,nan,nan,nan,LOC116503374
NC_045542.1,170776451,170776451,170776451,1,0.2747,0.1777,0.2264,-0.0052,LOC116503374
NC_045542.1,170776455,170776455,170776455,1,0.5034,0.5063,0.5013,-0.0033,LOC116503374
NC_045542.1,170776474,170776474,170776474,1,0.4553,0.5058,0.4899,0.0193,LOC116503374
NC_045542.1,170780722,170780722,170780722,1,nan,0.5794,nan,nan,LOC116503374
NC_045542.1,170780795,170780795,170780795,1,nan,nan,nan,nan,LOC116503374
NC_045542.1,170780828,170780828,170780828,1,nan,0.5072,0.4842,nan,LOC116503374
NC_045542.1,170780840,170780840,170780840,1,nan,0.5116,0.5,nan,LOC116503374
NC_045542.1,170812870,170812870,170812870,1,nan,0.4667,0.4167,nan,LOC116503374
NC_045542.1,170812876,170812876,170812876,1,nan,nan,nan,nan,LOC116503374
NC_045542.1,170812944,170812944,170812944,1,0.362,0.3012,0.3277,-0.0019,LOC116503374
NC_045542.1,170812945,170812945,170812945,1,0.0238,0.1315,0.0802,0.0554,LOC116503374
NC_045542.1,170812959,170812959,170812959,1,0.0385,0.2738,0.1722,-0.0301,LOC116503374
NC_045542.1,170812965,170812965,170812965,1,0.0986,0.1818,0.141,0.031,LOC116503374
NC_045542.1,170813008,170813008,170813008,1,0.2494,0.2331,0.2374,-0.0105,LOC116503374
NC_045542.1,170813010,170813010,170813010,1,0.1215,0.043,0.0831,-0.0235,LOC116503374
NC_045542.1,170813013,170813013,170813013,1,nan,nan,nan,nan,LOC116503374
NC_045542.1,170813040,170813040,170813040,1,0.0556,0.1656,0.1121,0.0919,LOC116503374
NC_045542.1,170877932,170877932,170877932,1,nan,nan,nan,nan,LOC116503374
NC_045542.1,170877937,170877937,170877937,1,0.1197,0.2218,0.1711,-0.0268,LOC116503374
NC_045542.1,170878091,170878091,170878091,1,0.4173,nan,0.401,nan,LOC116503374
NC_045542.1,170879061,170879061,170879061,1,0.6402,0.6738,0.6681,0.0098,LOC116503374
NC_045542.1,170879065,170879065,170879065,1,nan,nan,nan,nan,LOC116503374
NC_045542.1,170879067,170879067,170879067,1,0.6492,0.6708,0.6678,0.0063,LOC116503374
NC_045542.1,170879091,170879091,170879091,1,0.4806,0.418,0.4545,0.0023,LOC116503374
NC_045542.1,170879106,170879106,170879106,1,0.0881,0.1487,0.1182,0.043,LOC116503374
NC_045542.1,170879145,170879145,170879145,1,0.4744,0.4486,0.4591,-0.0022,LOC116503374
NC_045542.1,170882310,170882310,170882310,1,0.2352,0.2814,0.2561,-0.0088,LOC116503374
NC_045542.1,170882320,170882320,170882320,1,0.4909,0.5018,0.5073,0.0124,LOC116503374
NC_045542.1,170903667,170903667,170903667,1,0.3386,0.1817,0.2702,0.0032,LOC116503374
NC_045542.1,170904572,170904572,170904572,1,0.3545,0.3987,0.3752,-0.0012,LOC116503374
NC_045542.1,170905648,170905648,170905648,1,0.2377,0.4048,0.339,0.0491,LOC116503374
NC_045542.1,170905723,170905723,170905723,1,0.3734,0.4396,0.4078,0.0076,LOC116503374
NC_045542.1,170905747,170905747,170905747,1,0.1224,0.0931,0.1071,-0.0193,LOC116503374
NC_045542.1,170908818,170908818,170908818,1,0.2984,0.2303,0.2634,-0.0034,LOC116503374
NC_045542.1,170911425,170911425,170911425,1,0.0196,0.0805,0.0507,0.038,LOC116503374
NC_045542.1,171076486,171076486,171076486,1,0.426,0.4827,0.4528,0.002,LOC116503374
NC_045542.1,171076514,171076514,171076514,1,0.0244,0.0876,0.0565,0.0673,LOC116503374
NC_045542.1,171076546,171076546,171076546,1,nan,nan,nan,nan,LOC116503374
NC_045542.1,171076547,171076547,171076547,1,0.464,0.4503,0.4507,-0.0058,LOC116503374
NC_045542.1,171077303,171077303,171077303,1,0.2562,0.2804,0.266,-0.0024,LOC116503374
NC_045542.1,171077338,171077338,171077338,1,nan,nan,nan,nan,LOC116503374
NC_045542.1,171077343,171077343,171077343,1,nan,0.4657,0.5651,nan,LOC116503374
NC_045542.1,171077391,171077391,171077391,1,0.2936,0.3554,0.3221,-0.0145,LOC116503374
NC_045542.1,171077516,171077516,171077516,1,0.5014,0.4964,0.4939,-0.0055,LOC116503374
NC_045542.1,171078486,171078486,171078486,1,0.4271,0.4807,0.4543,0.0035,LOC116503374
NC_045542.1,171081697,171081697,171081697,1,0.4483,0.3663,0.4093,-0.0087,LOC116503374
NC_045542.1,171081774,171081774,171081774,1,0.3074,0.4325,0.3822,0.0191,LOC116503374
NC_045542.1,171081807,171081807,171081807,1,0.0362,0.0431,0.0393,0.0039,LOC116503374
NC_045542.1,171081821,171081821,171081821,1,0.3111,0.2836,0.2947,-0.0069,LOC116503374
NC_045542.1,171081833,171081833,171081833,1,0.4966,0.4125,0.4716,0.0067,LOC116503374
NC_045542.1,171081834,171081834,171081834,1,0.4991,0.4947,0.4924,-0.005,LOC116503374
NC_045542.1,171081835,171081835,171081835,1,0.0855,0.1516,0.1194,0.0082,LOC116503374
NC_045542.1,171081846,171081846,171081846,1,0.2337,0.3046,0.2688,-0.0024,LOC116503374
NC_045542.1,171167847,171167847,171167847,1,nan,nan,nan,nan,LOC116503374
NC_045542.1,171177811,171177811,171177811,1,0.5021,0.5098,0.5,-0.0055,LOC116503374
NC_045542.1,171216489,171216489,171216489,1,0.4818,0.4463,0.4628,-0.0073,LOC116503374
NC_045542.1,171216555,171216555,171216555,1,nan,nan,nan,nan,LOC116503374
NC_045542.1,171252113,171252113,171252113,1,0.4596,0.3738,0.4236,0.0078,LOC116503374
NC_045542.1,171252134,171252134,171252134,1,0.4223,0.4193,0.4169,-0.0044,LOC116503374
NC_045542.1,171252163,171252163,171252163,1,0.4465,0.4695,0.4553,-0.0027,LOC116503374
NC_045542.1,171252172,171252172,171252172,1,0.1504,0.0871,0.1193,-0.0154,LOC116503374
NC_045542.1,171252195,171252195,171252195,1,0.4465,0.4309,0.4353,-0.005,LOC116503374
NC_045542.1,171252227,171252227,171252227,1,0.3905,0.4139,0.3985,-0.0045,LOC116503374
NC_045542.1,171252297,171252297,171252297,1,nan,nan,nan,nan,LOC116503374
NC_045542.1,171252302,171252302,171252302,1,0.4682,0.4605,0.4597,-0.0048,LOC116503374
NC_045542.1,171252332,171252332,171252332,1,0.4463,0.4221,0.4317,-0.003,LOC116503374
NC_045542.1,171252349,171252349,171252349,1,0.4624,0.3854,0.4301,0.0045,LOC116503374
NC_045542.1,171255395,171255395,171255395,1,0.5,0.418,0.4793,0.0174,LOC116503374
NC_045542.1,171257353,171257353,171257353,1,0.2807,0.3824,0.3362,0.0184,LOC116503374
NC_045542.1,171284586,171284586,171284586,1,0.1874,0.2596,0.223,0.0134,LOC116503374
NC_045542.1,171284636,171284636,171284636,1,0.1313,0.0615,0.0967,0.06,LOC116503374
NC_045542.1,171284645,171284645,171284645,1,0.0841,0.0263,0.0553,-0.008,LOC116503374
NC_045542.1,171284668,171284668,171284668,1,0.3408,0.3026,0.3188,-0.0023,LOC116503374
NC_045542.1,171284679,171284679,171284679,1,nan,nan,nan,nan,LOC116503374
NC_045542.1,171284700,171284700,171284700,1,0.2257,0.2303,0.2254,-0.0063,LOC116503374
NC_045542.1,171284712,171284712,171284712,1,0.0169,0.0838,0.0512,0.0413,LOC116503374
NC_045542.1,171284717,171284717,171284717,1,0.2927,0.3136,0.3009,0.0,LOC116503374
NC_045542.1,171284770,171284770,171284770,1,nan,nan,nan,nan,LOC116503374
NC_045542.1,171284775,171284775,171284775,1,0.0336,0.1403,0.0897,0.0608,LOC116503374
NC_045542.1,171284780,171284780,171284780,1,0.1491,0.2599,0.2081,0.029,LOC116503374
NC_045542.1,171284805,171284805,171284805,1,0.0374,0.0284,0.0326,-0.0198,LOC116503374
NC_045542.1,171475806,171475806,171475806,1,0.4564,0.436,0.4434,-0.0055,LOC116503386
NC_045542.1,171486970,171486970,171486970,1,0.504,0.5032,0.5,-0.0036,LOC116503386
NC_045542.1,171487021,171487021,171487021,1,0.37,0.3314,0.3493,-0.0056,LOC116503386
NC_045542.1,171487075,171487075,171487075,1,0.5038,0.5029,0.5002,-0.0032,LOC116503386
NC_045542.1,171489094,171489094,171489094,1,0.3932,0.4141,0.4013,-0.0013,LOC116503386
NC_045542.1,171490487,171490487,171490487,1,0.4976,0.4711,0.4857,-0.0005,LOC116503386
NC_045542.1,171490489,171490489,171490489,1,0.4976,0.4736,0.4863,-0.0009,LOC116503386
NC_045542.1,171505688,171505688,171505688,1,0.4406,0.4747,0.4575,0.0015,LOC116503386
NC_045542.1,171505697,171505697,171505697,1,0.2836,0.2796,0.2796,-0.0042,LOC116503386
NC_045542.1,172893605,172893605,172893605,1,0.0193,0.0095,0.0144,0.0036,LOC116503405
NC_045542.1,172893739,172893739,172893739,1,0.2926,0.1931,0.2466,0.01,LOC116503405
NC_045542.1,172893839,172893839,172893839,1,0.0672,0.0,0.0347,0.0068,LOC116503405
NC_045542.1,172893856,172893856,172893856,1,0.372,0.3082,0.3417,0.0025,LOC116503405
NC_045542.1,172897555,172897555,172897555,1,0.0193,0.0093,0.0142,-0.0011,LOC116503405
NC_045542.1,172898713,172898713,172898713,1,0.0355,0.0256,0.0305,-0.0014,LOC116503405
NC_045543.1,726481,726481,726481,1,0.4698,0.5008,0.4929,0.0077,PXDN
NC_045543.1,738284,738284,738284,1,0.1357,0.1688,0.1519,-0.0012,PXDN
NC_045543.1,739004,739004,739004,1,0.0717,0.0176,0.0452,0.008,PXDN
NC_045543.1,748613,748613,748613,1,0.0291,0.0624,0.0459,0.004,PXDN
NC_045543.1,752725,752725,752725,1,0.498,0.4465,0.5156,0.0444,PXDN
NC_045543.1,752775,752775,752775,1,0.0383,0.0971,0.0684,0.0045,PXDN
NC_045543.1,761497,761497,761497,1,0.075,0.0093,0.0431,0.0124,PXDN
NC_045543.1,797823,797823,797823,1,0.0727,0.0455,0.0581,0.0206,PXDN
NC_045543.1,6315548,6315548,6315548,1,0.4825,0.503,0.4972,0.0056,E2F6
NC_045543.1,16496126,16496126,16496126,1,0.3418,0.3618,0.3507,-0.0014,FOXO1
NC_045543.1,16496437,16496437,16496437,1,0.395,0.3878,0.3896,-0.0022,FOXO1
NC_045543.1,16496891,16496891,16496891,1,0.1181,0.0979,0.1074,-0.01,FOXO1
NC_045543.1,30512790,30512790,30512790,1,0.441,0.44,0.4375,-0.0035,LOC116505849
NC_045543.1,30514509,30514509,30514509,1,0.2175,0.0852,0.1565,-0.0153,LOC116505849
NC_045543.1,30535705,30535705,30535705,1,0.0984,0.0609,0.0795,-0.0144,LOC116505849
NC_045543.1,30535722,30535722,30535722,1,0.0292,0.0956,0.0632,0.0349,LOC116505849
NC_045543.1,30537095,30537095,30537095,1,0.2353,0.0537,0.1549,0.0055,LOC116505849
NC_045543.1,30548039,30548039,30548039,1,0.4871,0.4444,0.4692,0.0018,LOC116505849
NC_045543.1,30548040,30548040,30548040,1,0.3151,0.1285,0.2359,0.024,LOC116505849
NC_045543.1,30548102,30548102,30548102,1,0.491,0.4786,0.5179,0.0324,LOC116505849
NC_045543.1,30548160,30548160,30548160,1,0.4902,0.4761,0.5194,0.035,LOC116505849
NC_045543.1,42145837,42145837,42145837,1,0.2273,0.139,0.1853,0.0037,GAPDH
NC_045543.1,42145844,42145844,42145844,1,0.0305,0.0,0.0154,0.0658,GAPDH
NC_045543.1,42145870,42145870,42145870,1,0.1563,0.073,0.1163,0.0057,GAPDH
NC_045543.1,43738497,43738497,43738497,1,0.0396,0.0,0.02,0.0877,IGFBP7
NC_045543.1,43745920,43745920,43745920,1,0.1134,0.0372,0.0766,0.0066,IGFBP7
NC_045543.1,44807798,44807798,44807798,1,0.1589,0.3588,0.2781,0.0569,WRN
NC_045543.1,44828308,44828308,44828308,1,0.0733,0.1937,0.1373,0.0461,WRN
NC_045543.1,44831142,44831142,44831142,1,0.1668,0.3666,0.2866,0.0648,WRN
NC_045543.1,44860940,44860940,44860940,1,0.1589,0.3473,0.2695,0.0542,WRN
NC_045543.1,44861069,44861069,44861069,1,0.1696,0.3417,0.2689,0.0505,WRN
NC_045543.1,44867552,44867552,44867552,1,0.1589,0.3368,0.2618,0.0402,WRN
NC_045543.1,45102966,45102966,45102966,1,0.1273,0.1612,0.144,-0.0011,DNAJA1
NC_045543.1,45106594,45106594,45106594,1,0.0568,0.0184,0.0378,0.0034,DNAJA1
NC_045543.1,60319021,60319021,60319021,1,0.0275,0.0749,0.0516,0.0087,NDUFB6
NC_045543.1,71218346,71218346,71218346,1,0.0383,0.0275,0.0328,-0.0018,TYRP1
NC_045543.1,75052302,75052302,75052302,1,0.0879,0.354,0.2534,0.0706,JAK2
NC_045543.1,75059739,75059739,75059739,1,0.1698,0.1482,0.1584,-0.0015,JAK2
NC_045543.1,75059757,75059757,75059757,1,0.1698,0.1626,0.1654,-0.0023,JAK2
NC_045543.1,75059759,75059759,75059759,1,0.1698,0.1626,0.1654,-0.0023,JAK2
NC_045543.1,75059760,75059760,75059760,1,0.4759,0.4629,0.4678,-0.0019,JAK2
NC_045543.1,75059796,75059796,75059796,1,0.1762,0.1612,0.168,-0.0021,JAK2
NC_045543.1,75059828,75059828,75059828,1,0.0288,0.0,0.0146,0.0061,JAK2
NC_045543.1,75059856,75059856,75059856,1,0.0641,0.0795,0.0715,-0.0014,JAK2
NC_045543.1,75068325,75068325,75068325,1,0.1298,0.4175,0.3232,0.0792,JAK2
NC_045543.1,75068416,75068416,75068416,1,0.0937,0.0291,0.0623,0.02,JAK2
NC_045543.1,75076772,75076772,75076772,1,0.1093,0.0092,0.0618,0.0225,JAK2
NC_045543.1,75084839,75084839,75084839,1,0.0879,0.3433,0.2446,0.0563,JAK2
NC_045543.1,84052966,84052966,84052966,1,0.0288,0.0459,0.0372,-0.0026,ISCA1
NC_045543.1,109222717,109222717,109222717,1,0.0568,0.0093,0.0335,0.0075,RASA1
NC_045543.1,109238293,109238293,109238293,1,0.0294,0.0,0.0149,0.0058,RASA1
NC_045543.1,109417631,109417631,109417631,1,0.0346,0.0,0.0175,-0.0067,LOC116506575
NC_045543.1,116832319,116832319,116832319,1,0.4647,0.4984,0.5144,0.035,PIK3R1
NC_045543.1,121713241,121713241,121713241,1,0.273,0.0907,0.1936,0.0121,MAP3K1
NC_045543.1,121713512,121713512,121713512,1,0.4586,0.4915,0.5214,0.0464,MAP3K1
NC_045543.1,121713611,121713611,121713611,1,0.0435,0.0167,0.0302,0.0005,MAP3K1
NC_045543.1,121713617,121713617,121713617,1,0.093,0.0166,0.0562,0.0091,MAP3K1
NC_045543.1,121713839,121713839,121713839,1,0.0857,0.0494,0.0676,-0.0009,MAP3K1
NC_045543.1,122251514,122251514,122251514,1,0.0396,0.0,0.02,0.0877,DDX4
NC_045543.1,122474689,122474689,122474689,1,0.0743,0.0887,0.0812,-0.0025,DHX29
NC_045543.1,122477474,122477474,122477474,1,0.075,0.0454,0.0602,-0.0001,DHX29
NC_045543.1,122484072,122484072,122484072,1,0.0193,0.0275,0.0233,-0.0022,DHX29
NC_045543.1,123272133,123272133,123272133,1,0.2086,0.309,0.2628,0.0083,NDUFS4
NC_045543.1,126307594,126307594,126307594,1,0.5016,0.4994,0.5013,0.0008,GHR
NC_045543.1,142028022,142028022,142028022,1,0.0,0.1457,0.0787,0.0368,ATP5F1A
NC_045543.1,142028025,142028025,142028025,1,0.31,0.3374,0.3229,-0.0012,ATP5F1A
NC_045543.1,142028312,142028312,142028312,1,0.2416,0.3531,0.3038,0.01,ATP5F1A
NC_045543.1,144372393,144372393,144372393,1,0.0386,0.0963,0.0681,0.0081,LOC116506537
NC_045543.1,144372402,144372402,144372402,1,0.1713,0.0365,0.1091,0.0193,LOC116506537
NC_045543.1,144377215,144377215,144377215,1,0.5017,0.502,0.5003,-0.0015,LOC116506537
NC_045544.1,4439579,4439579,4439579,1,0.1509,0.1892,0.1699,-0.0014,LOC116507099
NC_045544.1,4443834,4443834,4443834,1,0.0,0.1108,0.0581,-0.0794,LOC116507099
NC_045544.1,4446752,4446752,4446752,1,0.0946,0.0369,0.0663,0.003,LOC116507099
NC_045544.1,4446864,4446864,4446864,1,0.0,0.0891,0.0463,-0.0691,LOC116507099
NC_045544.1,4448918,4448918,4448918,1,0.4775,0.4212,0.4554,0.0071,LOC116507099
NC_045544.1,4477151,4477151,4477151,1,0.0335,0.0,0.0169,0.0066,GSTA1
NC_045544.1,4477175,4477175,4477175,1,0.1215,0.0865,0.1039,-0.0003,GSTA1
NC_045544.1,4568566,4568566,4568566,1,0.3537,0.3152,0.3341,-0.0001,LOC116507918
NC_045544.1,4573067,4573067,4573067,1,0.0588,0.0,0.03,0.0921,LOC116507918
NC_045544.1,58982965,58982965,58982965,1,0.3768,0.4915,0.4633,0.0323,IGF2R
NC_045544.1,58992289,58992289,58992289,1,0.084,0.0093,0.0479,0.0149,IGF2R
NC_045544.1,59018472,59018472,59018472,1,0.0097,0.0454,0.0278,0.003,IGF2R
NC_045544.1,59025979,59025979,59025979,1,0.3875,0.495,0.4714,0.0322,IGF2R
NC_045544.1,59030837,59030837,59030837,1,0.1123,0.0558,0.0846,0.005,IGF2R
NC_045544.1,59057824,59057824,59057824,1,0.1976,0.0573,0.1335,0.0229,IGF2R
NC_045544.1,75757084,75757084,75757084,1,0.1865,0.0773,0.1349,-0.0148,LTBP1
NC_045544.1,75787903,75787903,75787903,1,0.4085,0.4793,0.4523,0.0137,LTBP1
NC_045544.1,75878819,75878819,75878819,1,0.163,0.2151,0.1888,0.0079,LTBP1
NC_045544.1,94083852,94083852,94083852,1,0.0603,0.1647,0.1156,0.0192,LOC116507992
NC_045544.1,94083900,94083900,94083900,1,0.0749,0.024,0.05,0.0007,LOC116507992
NC_045544.1,101743215,101743215,101743215,1,0.1397,0.0835,0.1122,0.0064,FOXN2
NC_045544.1,111419409,111419409,111419409,1,0.0524,0.0,0.0268,0.0061,MSRA
NC_045544.1,111585111,111585111,111585111,1,0.5034,0.4474,0.5052,0.0273,MSRA
NC_045544.1,111585198,111585198,111585198,1,0.4444,0.4766,0.5399,0.0804,MSRA
NC_045544.1,118637004,118637004,118637004,1,0.1466,0.4235,0.3333,0.077,MPO
NC_045544.1,118638687,118638687,118638687,1,0.2834,0.1064,0.2069,0.0328,MPO
NC_045544.1,118639896,118639896,118639896,1,0.084,0.0184,0.0521,0.0099,MPO
NC_045544.1,118649831,118649831,118649831,1,0.0372,0.0533,0.0451,-0.0026,MPO
NC_045544.1,118649895,118649895,118649895,1,0.0383,0.0454,0.0417,-0.0023,MPO
NC_045544.1,118649904,118649904,118649904,1,0.0383,0.0454,0.0417,-0.0023,MPO
NC_045544.1,118651519,118651519,118651519,1,0.0386,0.0454,0.0418,-0.0019,MPO
NC_045544.1,118653229,118653229,118653229,1,0.0383,0.0538,0.0459,-0.001,MPO
NC_045544.1,121716696,121716696,121716696,1,0.0476,0.0,0.0243,0.0159,HSPB1
NC_045544.1,121716705,121716705,121716705,1,0.4078,0.4247,0.4148,-0.0017,HSPB1
NC_045544.1,121716787,121716787,121716787,1,0.1881,0.2325,0.2102,-0.0,HSPB1
NC_045544.1,122767430,122767430,122767430,1,0.075,0.0184,0.0474,0.0077,NUP88
NC_045544.1,122767533,122767533,122767533,1,0.0,0.0186,0.0093,0.0062,NUP88
NC_045544.1,122777754,122777754,122777754,1,0.1976,0.3132,0.2611,0.0113,NUP88
NC_045544.1,122784397,122784397,122784397,1,0.0997,0.1907,0.1475,0.0112,NUP88
NC_045544.1,122785692,122785692,122785692,1,0.1953,0.1849,0.1893,-0.0023,NUP88
NC_045544.1,135648496,135648496,135648496,1,0.1064,0.1027,0.1041,-0.0022,RPS6KB1
NC_045544.1,137212584,137212584,137212584,1,0.4629,0.4548,0.4556,-0.004,PPM1D
NC_045544.1,137212671,137212671,137212671,1,0.4662,0.456,0.458,-0.0042,PPM1D
NC_045544.1,137212699,137212699,137212699,1,0.2235,0.2227,0.2215,-0.0038,PPM1D
NC_045544.1,137227489,137227489,137227489,1,0.4154,0.2766,0.3593,0.0077,PPM1D
