INFO,scaffold,start,end,mid,sites,pi_MAH,pi_MER,pi_PVM,pi_SUM,pi_STO,pi_CHR,pi_RON,pi_ROC,pi_ELF,pi_NAM,pi_MAR,pi_PAP,dxy_MAH_MER,dxy_MAH_PVM,dxy_MAH_SUM,dxy_MAH_STO,dxy_MAH_CHR,dxy_MAH_RON,dxy_MAH_ROC,dxy_MAH_ELF,dxy_MAH_NAM,dxy_MAH_MAR,dxy_MAH_PAP,dxy_MER_PVM,dxy_MER_SUM,dxy_MER_STO,dxy_MER_CHR,dxy_MER_RON,dxy_MER_ROC,dxy_MER_ELF,dxy_MER_NAM,dxy_MER_MAR,dxy_MER_PAP,dxy_PVM_SUM,dxy_PVM_STO,dxy_PVM_CHR,dxy_PVM_RON,dxy_PVM_ROC,dxy_PVM_ELF,dxy_PVM_NAM,dxy_PVM_MAR,dxy_PVM_PAP,dxy_SUM_STO,dxy_SUM_CHR,dxy_SUM_RON,dxy_SUM_ROC,dxy_SUM_ELF,dxy_SUM_NAM,dxy_SUM_MAR,dxy_SUM_PAP,dxy_STO_CHR,dxy_STO_RON,dxy_STO_ROC,dxy_STO_ELF,dxy_STO_NAM,dxy_STO_MAR,dxy_STO_PAP,dxy_CHR_RON,dxy_CHR_ROC,dxy_CHR_ELF,dxy_CHR_NAM,dxy_CHR_MAR,dxy_CHR_PAP,dxy_RON_ROC,dxy_RON_ELF,dxy_RON_NAM,dxy_RON_MAR,dxy_RON_PAP,dxy_ROC_ELF,dxy_ROC_NAM,dxy_ROC_MAR,dxy_ROC_PAP,dxy_ELF_NAM,dxy_ELF_MAR,dxy_ELF_PAP,dxy_NAM_MAR,dxy_NAM_PAP,dxy_MAR_PAP,Fst_MAH_MER,Fst_MAH_PVM,Fst_MAH_SUM,Fst_MAH_STO,Fst_MAH_CHR,Fst_MAH_RON,Fst_MAH_ROC,Fst_MAH_ELF,Fst_MAH_NAM,Fst_MAH_MAR,Fst_MAH_PAP,Fst_MER_PVM,Fst_MER_SUM,Fst_MER_STO,Fst_MER_CHR,Fst_MER_RON,Fst_MER_ROC,Fst_MER_ELF,Fst_MER_NAM,Fst_MER_MAR,Fst_MER_PAP,Fst_PVM_SUM,Fst_PVM_STO,Fst_PVM_CHR,Fst_PVM_RON,Fst_PVM_ROC,Fst_PVM_ELF,Fst_PVM_NAM,Fst_PVM_MAR,Fst_PVM_PAP,Fst_SUM_STO,Fst_SUM_CHR,Fst_SUM_RON,Fst_SUM_ROC,Fst_SUM_ELF,Fst_SUM_NAM,Fst_SUM_MAR,Fst_SUM_PAP,Fst_STO_CHR,Fst_STO_RON,Fst_STO_ROC,Fst_STO_ELF,Fst_STO_NAM,Fst_STO_MAR,Fst_STO_PAP,Fst_CHR_RON,Fst_CHR_ROC,Fst_CHR_ELF,Fst_CHR_NAM,Fst_CHR_MAR,Fst_CHR_PAP,Fst_RON_ROC,Fst_RON_ELF,Fst_RON_NAM,Fst_RON_MAR,Fst_RON_PAP,Fst_ROC_ELF,Fst_ROC_NAM,Fst_ROC_MAR,Fst_ROC_PAP,Fst_ELF_NAM,Fst_ELF_MAR,Fst_ELF_PAP,Fst_NAM_MAR,Fst_NAM_PAP,Fst_MAR_PAP,Category_I,Category_2
LOC116509867,NC_045546.1,3772713,3772713,3772713,1,0,NA,NA,NA,NA,NA,NA,NA,0.303,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.1667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1667,0.1667,0.1667,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.1642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4737,-0.1964,NA,NA,NA,NA,oxphos,ETC complex i
LOC116510063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hypoxia,
LOC116510561,NC_045546.1,59104849,59104849,59104849,1,0.235,0,0,0,0,0,0,0,0,0,0,0.0357,0.1333,0.1333,0.1333,0.1333,0.1333,0.1333,0.1333,0.1333,0.1333,0.1333,0.1464,0,0,0,0,0,0,0,0,0,0.0179,0,0,0,0,0,0,0,0,0.0179,0,0,0,0,0,0,0,0.0179,0,0,0,0,0,0,0.0179,0,0,0,0,0,0.0179,0,0,0,0,0.0179,0,0,0,0.0179,0,0,0.0179,0,0.0179,0.0179,-0.0019,-0.0013,-0.0085,-0.0082,-0.0029,-0.0025,-0.0032,0.0827,0.1218,0.1366,0.0421,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0312,NA,NA,NA,NA,NA,NA,NA,NA,-0.0235,NA,NA,NA,NA,NA,NA,NA,-0.085,NA,NA,NA,NA,NA,NA,-0.0835,NA,NA,NA,NA,NA,-0.0415,NA,NA,NA,NA,-0.0383,NA,NA,NA,-0.0446,NA,NA,0.0209,NA,0.1236,0.0814,behavior,
LOC116510618,NC_045546.1,59081376,59081376,59081376,1,0.4261,0,0.3556,0.3814,0,0,0.2092,0.0909,0.0998,0.1667,0.0286,0.235,0.3,0.38,0.4,0.3,0.3,0.3444,0.3182,0.3207,0.3333,0.3057,0.3533,0.2,0.25,0,0,0.1111,0.0455,0.0517,0.0833,0.0143,0.1333,0.35,0.2,0.2,0.2667,0.2273,0.231,0.25,0.2086,0.28,0.25,0.25,0.3056,0.2727,0.2759,0.2917,0.2571,0.3167,0,0.1111,0.0455,0.0517,0.0833,0.0143,0.1333,0.1111,0.0455,0.0517,0.0833,0.0143,0.1333,0.1465,0.1513,0.1759,0.1222,0.2148,0.0925,0.1212,0.0584,0.1667,0.1264,0.0645,0.1713,0.0952,0.1944,0.1438,0.0644,-0.0058,-0.0046,0.1571,0.084,0.0226,0.0597,0.1199,0.0235,0.148,0.0457,0.0707,0.0563,NA,NA,0.0275,0,-0.0113,0,0,0.0081,-0.0123,0.0976,0.0794,-0.0294,0.0102,0.0282,-0.0234,0.05,-0.0098,0.1336,0.073,0.0107,0.0457,0.0948,0.0142,0.1201,0.0248,NA,0.0461,0,-0.0303,0,0,0.0187,0.0327,0,-0.015,0,0,0.0105,-0.0127,0.006,-0.032,0.0166,-0.0134,-0.0139,-0.0312,-0.0111,-0.0059,-0.0097,-0.0258,0.012,-0.0125,-0.0121,0.0086,behavior,
LOC116511712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,ETC complex i
LOC116512145,NC_045541.1,83044209,83044209,83044209,1,0.508,0.5303,0.5333,0.5211,0.5385,0.5229,0.5294,0.5333,0.5385,0.5333,0.4736,0.5149,0.4889,0.4867,0.5067,0.5,0.4926,0.5,0.5,0.5,0.4867,0.4818,0.4956,0.4833,0.5083,0.5,0.4907,0.5,0.5,0.5,0.4833,0.4773,0.4944,0.51,0.5,0.4889,0.5,0.5,0.5,0.48,0.4727,0.4933,0.5,0.5056,0.5,0.5,0.5,0.51,0.5136,0.5033,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4889,0.4848,0.4963,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4727,0.4933,0.4909,-0.02,-0.0198,-0.0092,-0.0284,-0.0173,-0.0105,-0.0135,-0.0299,-0.0209,-0.0158,-0.0159,-0.0495,-0.0129,-0.0386,-0.0352,-0.0289,-0.0316,-0.0388,-0.0498,-0.0121,-0.0199,-0.0108,-0.0378,-0.0363,-0.029,-0.0317,-0.0379,-0.0556,-0.0123,-0.019,-0.0316,-0.0156,-0.0213,-0.0227,-0.0325,-0.0113,1e-04,-0.015,-0.0396,-0.0391,-0.0383,-0.0385,-0.0376,-0.0328,-0.0301,-0.0259,-0.0292,-0.0401,-0.0371,-0.0047,-0.0191,-0.0319,-0.0394,-0.0293,0.0085,-0.0163,-0.0385,-0.0317,6e-04,-0.0184,-0.0377,-0.0361,-0.0312,-0.015,-0.0199,-0.0101,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83044210,83044210,83044210,1,0.1935,0.3626,0.4667,0.1895,0.2092,0.2684,0.2941,0,0.1594,0.2,0.04,0.1984,0.2744,0.3421,0.1842,0.193,0.2237,0.2368,0.1053,0.1711,0.1842,0.1211,0.1898,0.3857,0.2714,0.2778,0.3,0.3095,0.2143,0.2619,0.2714,0.2257,0.2755,0.34,0.3444,0.36,0.3667,0.3,0.3333,0.34,0.308,0.3429,0.1889,0.22,0.2333,0.1,0.1667,0.18,0.116,0.1857,0.2278,0.2407,0.1111,0.1759,0.1889,0.1267,0.1944,0.2667,0.15,0.2083,0.22,0.164,0.225,0.1667,0.2222,0.2333,0.18,0.2381,0.0833,0.1,0.02,0.1071,0.1667,0.1,0.1726,0.116,0.1857,0.1229,0.0669,0.1054,-0.0152,-0.0296,0.0271,0.039,-0.1631,0.0027,-0.02,-0.0767,-0.0172,-0.0375,0.1402,0.1219,-0.0259,-0.0305,0.1026,0.1654,0.0079,0.2123,0.0945,0.2028,0.1881,-0.0105,-0.0187,0.1686,0.2226,0.0464,0.2625,0.1443,-0.0294,0.0675,0.0898,-0.4921,-0.0286,-0.027,-0.3095,-0.0186,0.0441,0.0681,-0.5562,-0.037,-0.0462,-0.3627,-0.0271,-0.0274,0.0594,0.1007,-0.0154,0.1698,0.039,0.07,0.1204,-0.0099,0.1815,0.0559,-0.3953,-0.1294,-0.0957,-0.2928,-3e-04,-0.2305,-0.0112,0.0324,-0.0269,-0.1857,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83042344,83042344,83042344,1,0.409,0.4396,0.5333,0.5229,0.366,0.4789,0.5294,0.3117,0.3442,0.4667,0.2155,0.4762,0.4036,0.455,0.475,0.375,0.4325,0.5,0.3568,0.3688,0.41,0.329,0.4357,0.4571,0.4762,0.381,0.4357,0.5,0.3636,0.375,0.4143,0.3371,0.4388,0.4889,0.4444,0.47,0.5,0.4364,0.4417,0.46,0.424,0.4714,0.4691,0.4833,0.5,0.4646,0.4676,0.4778,0.4578,0.4841,0.4167,0.5,0.3232,0.338,0.3889,0.2889,0.4206,0.5,0.4045,0.4125,0.44,0.386,0.4571,0.5,0.5,0.5,0.5,0.5,0.3144,0.3727,0.2582,0.4091,0.3833,0.2783,0.4167,0.348,0.4429,0.3914,-0.0129,0.0095,-0.0296,0.0018,0.0061,0.0569,-0.0346,0.0076,-0.0146,-0.0077,-0.0192,-0.0321,-0.048,0.0175,-0.0261,0.0158,-0.0165,0.0268,-0.0485,0.056,-0.0318,-0.0324,0.0772,-0.0346,-0.029,0.0159,0.0781,-0.0376,0.0965,-0.012,0.0249,-0.0431,-0.0228,-0.0823,0.0165,-0.038,-0.0768,-0.0235,0.0651,0.1473,-0.0697,-0.0279,0.0145,-0.1143,0.0189,-0.0043,0.0119,0.073,-0.0317,0.1068,-0.0206,0.0896,0.1547,0.0071,0.1985,0.0163,-0.044,-0.0384,0.0167,-0.0574,0.0195,-0.0795,0.0175,0.0272,-0.0269,-0.0354,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83042362,83042362,83042362,1,0.4923,0.4945,0.5333,0.5229,0.4706,0.5053,0.5294,0.4156,0.3913,0.5333,0.3722,0.5149,0.4714,0.48,0.5111,0.4667,0.48,0.5,0.4545,0.45,0.48,0.448,0.5067,0.4714,0.5159,0.4524,0.4714,0.5,0.4351,0.4286,0.4714,0.4257,0.5095,0.5111,0.4667,0.48,0.5,0.4545,0.45,0.48,0.448,0.5067,0.5185,0.5111,0.5,0.5253,0.5278,0.5111,0.5289,0.4963,0.4667,0.5,0.4242,0.4167,0.4667,0.4133,0.5111,0.5,0.4545,0.45,0.48,0.448,0.5067,0.5,0.5,0.5,0.5,0.5,0.3864,0.4545,0.3818,0.5152,0.45,0.37,0.5167,0.448,0.5067,0.5173,-0.0173,-0.0156,-0.0061,-0.007,-0.0144,-0.0016,-0.0185,0.0311,-0.0174,0.0027,5e-04,-0.0441,-0.0066,-0.0204,-0.0292,-0.012,-0.0224,0.0299,-0.0476,0.0094,-0.0016,-0.0113,-0.0076,-0.0364,-0.029,-0.0199,0.0405,-0.0556,0.0135,-0.0089,0.0212,-0.0125,-0.0228,-0.0036,0.0583,-0.0118,0.0056,-0.0229,-0.0032,0.031,-0.0573,-0.026,-0.0108,-0.055,0.0254,-0.0175,-0.0066,0.0575,-0.0387,0.0296,-0.0065,0.029,0.1037,-0.0293,0.0667,-0.0163,-0.0084,-0.0306,-0.0061,0.0153,0.0329,-0.0218,0.077,0.0048,-0.0097,0.0418,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83044138,83044138,83044138,1,0.4225,0.4396,0.5333,0.5211,0.366,0.4789,0.5294,0.3117,0.3442,0.4667,0.2155,0.4762,0.4098,0.4579,0.4789,0.383,0.4368,0.5,0.366,0.3772,0.4158,0.34,0.4398,0.4571,0.4786,0.381,0.4357,0.5,0.3636,0.375,0.4143,0.3371,0.4388,0.49,0.4444,0.47,0.5,0.4364,0.4417,0.46,0.424,0.4714,0.4722,0.485,0.5,0.4682,0.4708,0.48,0.462,0.4857,0.4167,0.5,0.3232,0.338,0.3889,0.2889,0.4206,0.5,0.4045,0.4125,0.44,0.386,0.4571,0.5,0.5,0.5,0.5,0.5,0.3144,0.3727,0.2582,0.4091,0.3833,0.2783,0.4167,0.348,0.4429,0.3914,-0.0162,0.0057,-0.0178,0.0062,0.0013,0.0496,-0.0384,0.0106,-0.0165,-0.0117,-0.0181,-0.0321,-0.0391,0.0175,-0.0261,0.0158,-0.0165,0.0268,-0.0485,0.056,-0.0318,-0.0291,0.0772,-0.0346,-0.029,0.0159,0.0781,-0.0376,0.0965,-0.012,0.0378,-0.037,-0.0213,-0.0617,0.032,-0.0311,-0.0437,-0.0186,0.0651,0.1473,-0.0697,-0.0279,0.0145,-0.1143,0.0189,-0.0043,0.0119,0.073,-0.0317,0.1068,-0.0206,0.0896,0.1547,0.0071,0.1985,0.0163,-0.044,-0.0384,0.0167,-0.0574,0.0195,-0.0795,0.0175,0.0272,-0.0269,-0.0354,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83040297,83040297,83040297,1,0.4127,0.4396,0.5333,0.5211,0.366,0.4789,0.5294,0.3117,0.3442,0.4667,0.1981,0.4762,0.4048,0.4556,0.4778,0.3765,0.4333,0.5,0.3586,0.3704,0.4111,0.3261,0.4365,0.4571,0.4786,0.381,0.4357,0.5,0.3636,0.375,0.4143,0.3323,0.4388,0.49,0.4444,0.47,0.5,0.4364,0.4417,0.46,0.4217,0.4714,0.4722,0.485,0.5,0.4682,0.4708,0.48,0.4609,0.4857,0.4167,0.5,0.3232,0.338,0.3889,0.2826,0.4206,0.5,0.4045,0.4125,0.44,0.3826,0.4571,0.5,0.5,0.5,0.5,0.5,0.3144,0.3727,0.251,0.4091,0.3833,0.2717,0.4167,0.3435,0.4429,0.3882,-0.014,0.0117,-0.0136,-5e-04,0.0072,0.0606,-0.0426,0.0036,-0.0147,-0.0091,-0.016,-0.0321,-0.0391,0.0175,-0.0261,0.0158,-0.0165,0.0268,-0.0485,0.081,-0.0318,-0.0291,0.0772,-0.0346,-0.029,0.0159,0.0781,-0.0376,0.1263,-0.012,0.0378,-0.037,-0.0213,-0.0617,0.032,-0.0311,-0.0228,-0.0186,0.0651,0.1473,-0.0697,-0.0279,0.0145,-0.1166,0.0189,-0.0043,0.0119,0.073,-0.0317,0.1377,-0.0206,0.0896,0.1547,0.0071,0.2344,0.0163,-0.044,-0.0384,0.0337,-0.0574,0.0195,-0.0782,0.0175,0.048,-0.0269,-0.0164,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83040340,83040340,83040340,1,0.0974,0.2637,0,0.2684,0.2941,0.1,0,0.1732,0.1594,0,0.2457,0.254,0.1786,0.05,0.185,0.2,0.095,0.05,0.1318,0.125,0.05,0.176,0.1786,0.1429,0.25,0.2619,0.1786,0.1429,0.2078,0.2024,0.1429,0.2429,0.2449,0.15,0.1667,0.05,0,0.0909,0.0833,0,0.14,0.1429,0.2667,0.185,0.15,0.2136,0.2083,0.15,0.248,0.25,0.2,0.1667,0.2273,0.2222,0.1667,0.26,0.2619,0.05,0.1318,0.125,0.05,0.176,0.1786,0.0909,0.0833,0,0.14,0.1429,0.1591,0.0909,0.2055,0.2078,0.0833,0.2,0.2024,0.14,0.1429,0.2429,0.1045,-0.0879,-0.1351,-0.1637,-0.0144,-0.1439,0.0582,-0.0671,-0.0614,0.0574,-0.0618,0.035,-0.0351,-0.0589,-0.0099,0.0462,-0.0256,0.0792,0.1092,-0.013,-0.0192,-0.2356,-0.2644,0,NA,0.0159,-0.2086,NA,-0.0257,-0.1401,-0.0291,-0.2259,-0.3824,-0.1303,-0.0293,-0.2013,-0.0312,-0.0252,-0.263,-0.4284,-0.1627,-0.04,-0.2282,-0.0512,-0.034,0,-0.0179,-0.1173,0.0625,-0.0387,-0.1446,0.0226,-0.3391,NA,-0.0427,-0.2293,-0.0038,0.0738,-0.0295,-0.0847,-0.1768,0.0558,0.0035,-7e-04,-0.1108,-0.0175,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83040392,83040392,83040392,1,0.5127,0.5385,0.5333,0.2684,0.5294,0.5263,0.2941,0.4156,0.4431,0.6,0.4114,0.3889,0.5,0.5056,0.5194,0.5,0.5,0.5185,0.4874,0.4893,0.5,0.4878,0.5139,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.43,0.5,0.5,0.4333,0.5455,0.5385,0.5,0.544,0.45,0.5,0.5,0.2667,0.6591,0.6346,0.5,0.654,0.325,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6515,0.6282,0.5,0.6467,0.3333,0.4126,0.5,0.4,0.6136,0.5,0.4154,0.5962,0.5,0.5,0.61,-0.0149,-0.0082,0.1766,-0.0227,-0.0143,0.0487,-0.0051,0.0199,-0.0283,0.0095,0.0764,-0.0351,0.2531,-0.0291,-0.0314,0.0959,0.0237,0.0428,-0.077,0.0342,0.0883,0.1725,-0.0274,-0.0266,0.024,0.0651,0.0688,-0.0851,0.056,0.0345,0.1061,0.2602,-0.0045,0.3934,0.2931,0.1234,0.31,0.0159,-0.0294,-0.0362,-0.0361,0.0022,-0.0379,-0.0232,0.0197,0.0995,0.0307,0.0494,-0.0653,0.0442,0.0992,0.2944,0.1962,-0.0643,0.2197,-0.0597,-0.0333,-0.0625,-0.0136,0.2197,-0.0046,-0.0233,0.1798,-0.0198,0.0151,0.2009,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83040469,83040469,83040469,1,0.4011,0.4848,0.5333,0.5053,0.4248,0.4421,0.525,0.3117,0.3913,0,0.3502,0.5159,0.4216,0.4529,0.4529,0.3954,0.4059,0.4706,0.3503,0.3824,0.2647,0.3682,0.4832,0.4667,0.4667,0.4259,0.4333,0.4792,0.3939,0.4167,0.3333,0.4067,0.4881,0.48,0.4556,0.46,0.4875,0.4364,0.45,0.4,0.444,0.4929,0.4556,0.46,0.4875,0.4364,0.45,0.4,0.444,0.4929,0.4111,0.4722,0.3586,0.3889,0.2778,0.3756,0.4841,0.475,0.3727,0.4,0.3,0.388,0.4857,0.4602,0.4688,0.4375,0.465,0.4955,0.3409,0.1818,0.3218,0.4773,0.25,0.36,0.4821,0.22,0.4643,0.48,-0.0013,0.0197,-0.0219,-0.0265,-0.0034,0.0398,-0.046,-0.0159,0.0075,-0.023,0.0184,-0.0417,-0.0362,-0.0047,-0.0364,-0.0257,-0.0223,0.0112,0.2249,5e-04,-0.0183,-0.0256,0.0256,-0.0277,-0.04,0.0159,0.0405,0.3377,0.0217,-0.0204,-0.0074,-0.0489,-0.0196,-0.0842,-0.0056,0.0053,-0.0512,-0.0162,-0.0161,0.0468,-0.1007,-0.0283,-0.0895,-0.0514,0.0281,-0.0143,-0.0057,0.0062,0.2087,0.0066,-0.021,0.035,0.0652,0.2694,0.0418,-0.0206,-0.0664,0.1564,-0.0194,-0.015,-0.0477,-0.0309,0.0387,0.0442,0.0803,0.0022,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83042299,83042299,83042299,1,0.0974,0,0,0,0.2092,0.1,0,0.1732,0.0833,0,0.1197,0.1477,0.05,0.05,0.05,0.15,0.095,0.05,0.1318,0.0875,0.05,0.1062,0.1192,0,0,0.1111,0.05,0,0.0909,0.0417,0,0.0625,0.0769,0,0.1111,0.05,0,0.0909,0.0417,0,0.0625,0.0769,0.1111,0.05,0,0.0909,0.0417,0,0.0625,0.0769,0.15,0.1111,0.1818,0.1435,0.1111,0.1597,0.1709,0.05,0.1318,0.0875,0.05,0.1062,0.1192,0.0909,0.0417,0,0.0625,0.0769,0.125,0.0909,0.142,0.1538,0.0417,0.099,0.1122,0.0625,0.0769,0.1298,-0.0361,-0.0879,0.2257,-0.133,-0.0144,-0.1439,0.0582,8e-04,-0.0614,-0.0014,-0.0537,NA,NA,-0.2247,0.1176,NA,0.1252,-0.1624,NA,8e-04,-0.1289,NA,-0.2968,0,NA,0.0159,-0.2252,NA,-0.0491,-0.1883,0.0476,0.525,NA,0.5232,0.0968,NA,0.2686,0.1287,-0.2129,-0.4788,-0.0793,-0.0534,-0.2597,-0.1268,-0.0432,0,-0.0179,0.0168,0.0625,-0.0261,-0.096,0.0226,-0.3659,NA,-0.0805,-0.3069,0.147,0.0738,0.0157,0.0126,-0.193,0.0385,-0.0079,-0.0235,-0.1578,-0.0434,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83042321,83042321,83042321,1,0.4278,0.4945,0.5333,0.5053,0.4248,0.5033,0.5333,0.3947,0.3117,0.5333,0.3449,0.5169,0.4412,0.4588,0.4588,0.4085,0.4542,0.5,0.3971,0.369,0.4588,0.3824,0.4842,0.4714,0.4714,0.4365,0.4683,0.5,0.4286,0.4091,0.4714,0.4184,0.489,0.48,0.4556,0.4778,0.5,0.45,0.4364,0.48,0.4429,0.4923,0.4556,0.4778,0.5,0.45,0.4364,0.48,0.4429,0.4923,0.4506,0.5,0.3889,0.3586,0.4556,0.373,0.4829,0.5,0.4444,0.4293,0.4778,0.4365,0.4915,0.5,0.5,0.5,0.5,0.5,0.3409,0.45,0.3571,0.4808,0.4364,0.3182,0.4755,0.4429,0.4923,0.478,-2e-04,0.0067,-0.0237,-0.0189,0.0092,0.0443,-0.0271,0.0248,0.0016,-0.0168,0.0027,-0.0441,-0.0341,0.0116,-0.0326,-0.0163,-0.0134,0.1068,-0.0476,0.0313,-0.0234,-0.0256,0.0256,-0.0376,-0.0317,-0.0082,0.1174,-0.0556,0.0362,-0.0219,-0.0074,-0.0285,-0.0075,-0.0569,0.0305,-0.027,-0.0356,-0.0178,0.0267,0.0742,-0.0459,-0.0218,0.0198,-0.0476,0.0234,-0.0187,-0.0059,0.1263,-0.0401,0.0443,-0.0232,0.0369,0.1881,-0.0317,0.0905,-0.0184,0.0348,-0.0211,-0.0042,-0.0211,0.1044,-6e-04,0.0838,0.0257,-0.0227,0.0112,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83046750,83046750,83046750,1,0.1423,0,0,0,0,0,0,0,0,0.3556,0.1197,0.1376,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.245,0.1281,0.1357,0,0,0,0,0,0,0,0.2,0.0625,0.0714,0,0,0,0,0,0,0.2,0.0625,0.0714,0,0,0,0,0,0.2,0.0625,0.0714,0,0,0,0,0.2,0.0625,0.0714,0,0,0,0.2,0.0625,0.0714,0,0,0.2,0.0625,0.0714,0,0.2,0.0625,0.0714,0.2,0.0625,0.0714,0.2375,0.2429,0.125,-0.1092,-0.0404,0.2578,0.2203,-0.1089,-0.1341,-0.1568,0.181,0.0553,-0.0192,-0.0125,NA,NA,NA,NA,NA,NA,NA,-0.0294,-0.0655,-0.2215,NA,NA,NA,NA,NA,NA,0.0727,-0.0143,-0.1068,NA,NA,NA,NA,NA,0.5988,0.2901,0.1885,NA,NA,NA,NA,0.5569,0.2572,0.1388,NA,NA,NA,0.0308,-0.0564,-0.2417,NA,NA,-0.0338,-0.0805,-0.2713,NA,-0.0374,-0.0941,-0.3166,0.5079,0.228,0.0739,0.0381,0.1155,-0.0305,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83046762,83046762,83046762,1,0.4667,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2696,-0.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5902,NA,NA,random,transcriptome_FastEvolving
