start,scaffold.x,end.x,mid.x,dxy_Meadow_Lake,within,between,l_v_l_mean,l_v_m_mean,m_v_m_mean,mean_diff
4439579,NC_045544.1,4439579,4439579,0.1699,0.0587538215010054,0.958393658826854,0.23482,0.204119444444444,0.1757,-0.00114055555555556
4443834,NC_045544.1,4443834,4443834,0.0581,NA,NA,0.0877333333333333,0.0438666666666667,0,NA
4446752,NC_045544.1,4446752,4446752,0.0663,0.0333224472093409,0.989244092674847,0.04138,0.0616861111111111,0.0823533333333333,-0.000180555555555559
4446864,NC_045544.1,4446864,4446864,0.0463,NA,NA,0.0833333333333333,0.0416666666666667,0,NA
4448918,NC_045544.1,4448918,4448918,0.4554,0.0135861967385295,0.853031432274951,0.453626666666667,0.477727777777778,0.497146666666667,0.00234111111111113
4477151,NC_045544.1,4477151,4477151,0.0169,NA,NA,0,0.00968333333333333,0.0192733333333333,NA
4477175,NC_045544.1,4477175,4477175,0.1039,0.415800126036415,0.95028564610961,0.0842133333333333,0.0929888888888889,0.103826666666667,-0.00103111111111111
4568566,NC_045544.1,4568566,4568566,0.3341,0.59037498762384,0.85612385136728,0.32566,0.313955555555556,0.309753333333333,-0.00375111111111115
4573067,NC_045544.1,4573067,4573067,0.03,NA,NA,0,0.01875,0.0375,NA
4630405,NC_045554.1,4630405,4630405,0.0582,0.138647661849671,0.822592259674575,0.01972,0.0393233333333333,0.06,0.00349133333333333
4707892,NC_045541.1,4707892,4707892,0.361,0.931243705485771,0.854723256825541,0.36606,0.364280555555556,0.36788,-0.00268944444444447
4714423,NC_045541.1,4714423,4714423,0.2171,0.872068596273682,0.923132120577291,0.21034,0.206780555555556,0.20644,-0.00160944444444444
4714483,NC_045541.1,4714483,4714483,0.486,0.208734053656132,0.671977402015984,0.493893333333333,0.472669444444444,0.4648,-0.00667722222222217
4714490,NC_045541.1,4714490,4714490,0.4858,0.202738891697826,0.676247249976054,0.493893333333333,0.472513888888889,0.464346666666667,-0.00660611111111109
4790055,NC_045558.1,4790055,4790055,0.0582,0.271622196394736,0.950004070795416,0.0486,0.0641333333333333,0.0822866666666667,-0.00131000000000001
4795590,NC_045558.1,4795590,4795590,0.0197,0.947678837522311,0.987942328512257,0.0115,0.0112361111111111,0.0111,-6.38888888888894e-05
4797088,NC_045558.1,4797088,4797088,0.1089,0.589063186012801,0.955308450624215,0.0845866666666667,0.0892388888888889,0.0954533333333333,-0.000781111111111107
4804531,NC_045558.1,4804531,4804531,0.2642,0.000180001704911279,0.661067997318861,0.38598,0.306380555555556,0.196306666666667,0.0152372222222222
4817488,NC_045558.1,4817488,4817488,0.491,0.159117320642832,0.940976450247892,0.483746666666667,0.502225,0.52374,-0.00151833333333329
5273624,NC_045556.1,5273624,5273624,0.1603,0.910648136029844,0.935952863683336,0.14352,0.140788888888889,0.140773333333333,-0.00135777777777779
5276247,NC_045556.1,5276247,5276247,0.3553,0.0401064643814643,0.953475479966412,0.348853333333333,0.362780555555556,0.377913333333333,-0.000602777777777785
5280140,NC_045556.1,5280140,5280140,0.0425,0.000277450367334459,0.945888222684244,0.00573333333333333,0.0407361111111111,0.07408,0.000829444444444445
5280188,NC_045556.1,5280188,5280188,0.513,0.961741291074796,0.0113187732069768,0.49432,0.508761111111111,0.493846666666667,0.0146777777777778
5280369,NC_045556.1,5280369,5280369,0.1391,0.662955550354709,0.932294007839265,0.125406666666667,0.130041666666667,0.138013333333333,-0.00166833333333333
5280467,NC_045556.1,5280467,5280467,0.5121,0.735002892551157,0.0134235530987297,0.49244,0.509541666666667,0.495806666666667,0.0154183333333333
5401214,NC_045556.1,5401214,5401214,0.2623,0.606048450389834,0.790221660966491,0.321993333333333,0.325797222222222,0.347266666666667,-0.00883277777777774
5410798,NC_045557.1,5410798,5410798,0.5193,2.06891957449208e-08,3.11986563881081e-05,0.443673333333333,0.510655555555556,0.501366666666667,0.0381355555555555
5415861,NC_045557.1,5415861,5415861,0.5356,0.295278479029513,1.81839167198684e-07,0.467326666666667,0.528505555555556,0.482066666666667,0.0538088888888889
5415868,NC_045557.1,5415868,5415868,0.2829,0.957106200725999,0.904207949391774,0.287253333333333,0.286011111111111,0.288453333333333,-0.00184222222222225
5472043,NC_045557.1,5472043,5472043,0.0918,0.101766312068659,0.731976796200931,0.277766666666667,0.17395,0.07699,0.02166875
5475402,NC_045557.1,5475402,5475402,0.2833,0.107640406056074,0.855457533810117,0.46408,0.410186111111111,0.370886666666667,-0.00729722222222223
5475417,NC_045557.1,5475417,5475417,0.0738,0.73256600967766,0.952232462645322,0.0559,0.0589,0.0638,-0.000949999999999999
5481983,NC_045557.1,5481983,5481983,0.483,0.115854313111809,0.564523711847303,0.477126666666667,0.480794444444444,0.49382,-0.00467888888888884
5484478,NC_045557.1,5484478,5484478,0.4393,0.745003166272539,0.771415536732307,0.449606666666667,0.443636111111111,0.444226666666667,-0.00328055555555556
5923469,NC_045558.1,5923469,5923469,0.0472,0.127091945666963,0.976757869156721,0.0466666666666667,0.0312777777777778,0.0166666666666667,-0.00038888888888889
5944041,NC_045558.1,5944041,5944041,0.1061,0.656553176727704,0.923518728082601,0.100853333333333,0.0904055555555556,0.0847,-0.00237111111111112
5944058,NC_045558.1,5944058,5944058,0.0278,0.370449042705187,0.932996098149377,0.0555666666666667,0.0704083333333333,0.0895733333333333,-0.00216166666666666
6013376,NC_045555.1,6013376,6013376,0.2926,8.2593230703873e-05,0.806327076681082,0.352966666666667,0.29205,0.218746666666667,0.00619333333333333
6017479,NC_045555.1,6017479,6017479,0.0147,NA,NA,0,0.00833333333333333,0.0166666666666667,NA
6017489,NC_045555.1,6017489,6017489,0.0196,NA,NA,0,0.0111166666666667,0.02212,NA
6017510,NC_045555.1,6017510,6017510,0.0464,0.0551758050983357,0.987243843288967,0.05246,0.0371722222222222,0.0222333333333333,-0.000174444444444442
6025333,NC_045555.1,6025333,6025333,0.0463,NA,NA,0.103353333333333,0.0545333333333333,0,NA
6274182,NC_045557.1,6274182,6274182,0.1327,0.0954451852001045,0.92216929719078,0.126466666666667,0.172883333333333,0.22724,-0.00397
6277449,NC_045557.1,6277449,6277449,0.1223,0.000848048300344545,0.679717290452883,0.14604,0.110546666666667,0.07312,-0.00632533333333334
6315548,NC_045543.1,6315548,6315548,0.4972,0.651579461833556,0.889320532549625,0.511853333333333,0.5038,0.500613333333333,-0.00243333333333329
6324392,NC_045548.1,6324392,6324392,0.0602,0.00149653771894999,0.962469503192755,0.08128,0.0470611111111111,0.0114866666666667,0.000677777777777777
6324393,NC_045548.1,6324393,6324393,0.0601,0.00149653771894999,0.962469503192755,0.08128,0.0470611111111111,0.0114866666666667,0.000677777777777777
6324444,NC_045548.1,6324444,6324444,0.0511,0.00633493921749544,0.984414087379464,0.0659533333333333,0.0360444444444444,0.00556666666666667,0.000284444444444441
6324920,NC_045548.1,6324920,6324920,0.0641,0.00375177529788079,0.717435640921328,0.0821066666666667,0.05245,0.02207,-0.00564199999999999
6324929,NC_045548.1,6324929,6324929,0.1534,0.0581568129766899,0.97692775218075,0.17726,0.157241666666667,0.138053333333333,-0.000414999999999999
6325001,NC_045548.1,6325001,6325001,0.1885,0.459650735854568,0.9050834416109,0.220186666666667,0.205597222222222,0.196366666666667,-0.00267944444444443
6803369,NC_045554.1,6803369,6803369,0.0324,NA,NA,0.0584266666666667,0.0299333333333333,0,NA
6958739,NC_045552.1,6958739,6958739,0.318,4.6531863773983e-07,0.71125733289001,0.27794,0.320680555555556,0.355893333333333,0.0037638888888889
6958748,NC_045552.1,6958748,6958748,0.1947,0.000227870542888151,0.812814659203121,0.2847,0.193111111111111,0.08322,0.00915111111111114
7208470,NC_045555.1,7208470,7208470,0.5007,0.0772923673059703,0.691415526580009,0.49424,0.500341666666667,0.503526666666667,0.00145833333333334
7211001,NC_045555.1,7211001,7211001,0.3512,0.253518571541408,0.883464674511672,0.30066,0.316375,0.338706666666667,-0.0033083333333333
7270042,NC_045541.1,7270042,7270042,0.0648,NA,NA,0.1016,0.0516666666666667,0,NA
7599596,NC_045555.1,7599596,7599596,0.268,0.39420996998252,0.863549300563631,0.300053333333333,0.278813888888889,0.266813333333333,-0.0046194444444444
7599622,NC_045555.1,7599622,7599622,0.2991,0.357996388203734,0.98416810074217,0.2889,0.300313333333333,0.31856,-0.000450666666666655
7599879,NC_045555.1,7599879,7599879,0.316,0.123827843658663,0.930001381061139,0.312086666666667,0.331866666666667,0.35488,-0.00161666666666671
7872104,NC_045548.1,7872104,7872104,0.0226,0.475753447653712,0.987269162910754,0.01166,0.0140861111111111,0.0166666666666667,-7.72222222222216e-05
7875984,NC_045548.1,7875984,7875984,0.2157,0.0008414980143728,0.894815702282222,0.270213333333333,0.212797222222222,0.14866,0.00336055555555556
7887645,NC_045548.1,7887645,7887645,0.3733,0.000343008148522733,0.836732624547967,0.38994,0.345861111111111,0.2938,0.00399111111111111
7887654,NC_045548.1,7887654,7887654,0.4199,0.0181880569697884,0.961778688182599,0.430646666666667,0.401330555555556,0.3704,0.000807222222222237
7888571,NC_045548.1,7888571,7888571,0.1207,0.00455871378648919,0.953984911656676,0.0898733333333333,0.141836111111111,0.191033333333333,0.00138277777777779
7917286,NC_045542.1,7917286,7917286,0.0651,0.0578034312205453,0.990022869016832,0.0598133333333333,0.0469277777777778,0.0342733333333333,-0.000115555555555556
8040397,NC_045547.1,8040397,8040397,0.0146,NA,NA,0,0.00873333333333333,0.0173866666666667,NA
8245985,NC_045541.1,8245985,8245985,0.0221,NA,NA,0,0.0257833333333333,0.05078,NA
8246061,NC_045541.1,8246061,8246061,0.1845,0.79956896169225,0.929921075302987,0.1755,0.170866666666667,0.169233333333333,-0.0015
8677954,NC_045550.1,8677954,8677954,0.4658,0.100222336811275,0.739885944439659,0.47006,0.482497222222222,0.504593333333333,-0.00482944444444444
9011261,NC_045558.1,9011261,9011261,NA,NA,NA,NA,0.3333,0.25,NA
9245117,NC_045557.1,9245117,9245117,0.0187,NA,NA,0.023,0.0115,0,NA
9246067,NC_045557.1,9246067,9246067,0.5229,0.00328888378587052,0.00240415426904139,0.501353333333333,0.519519444444444,0.441326666666667,0.0481794444444444
9246075,NC_045557.1,9246075,9246075,0.0302,0.980098055716928,0.974749634153967,0.0385333333333333,0.0381194444444444,0.0382333333333333,-0.00026388888888889
9328851,NC_045558.1,9328851,9328851,0.0159,NA,NA,0.0333333333333333,0.0166666666666667,0,NA
9330440,NC_045558.1,9330440,9330440,0.0706,0.895989455673014,0.916741555205442,0.0885666666666667,0.0831305555555556,0.0833333333333333,-0.00281944444444444
9333771,NC_045558.1,9333771,9333771,0.397,9.09744915708004e-06,0.584059094088616,0.4302,0.344430555555556,0.217873333333333,0.0203938888888889
9343927,NC_045558.1,9343927,9343927,0.3139,0.609554560225197,0.790570852312725,0.34288,0.322741666666667,0.31938,-0.00838833333333333
9343932,NC_045558.1,9343932,9343932,0.2938,0.0181636055249797,0.988323404088666,0.268933333333333,0.319436111111111,0.370826666666667,-0.00044388888888891
9344255,NC_045558.1,9344255,9344255,0.2956,0.012618242379803,0.991383387422869,0.269186666666667,0.325988888888889,0.3821,0.000345555555555543
9344504,NC_045558.1,9344504,9344504,0.251,0.245114369901961,0.852956994414697,0.31702,0.282580555555556,0.260493333333333,-0.0061761111111111
9344537,NC_045558.1,9344537,9344537,NA,NA,NA,0,0.2,0.3,NA
9344732,NC_045558.1,9344732,9344732,0.0328,NA,NA,0,0.01755,0.0351,NA
9349282,NC_045558.1,9349282,9349282,0.2966,0.0251509927476886,0.9670792871934,0.280193333333333,0.325902777777778,0.374046666666667,-0.00121722222222226
9349785,NC_045558.1,9349785,9349785,0.0625,0.564642442355555,0.944864334905722,0.0666666666666667,0.0570722222222222,0.0501666666666667,-0.00134444444444445
9350348,NC_045558.1,9350348,9350348,0.4827,0.482704448940485,0.819770557444792,0.48388,0.488505555555556,0.498973333333333,-0.0029211111111111
9353351,NC_045558.1,9353351,9353351,0.2938,0.00989399873203309,0.974463190581829,0.267913333333333,0.327305555555556,0.384646666666667,0.00102555555555556
9353400,NC_045558.1,9353400,9353400,0.2959,0.0179217126634737,0.987776500745679,0.270973333333333,0.321,0.371946666666667,-0.000460000000000016
9354239,NC_045558.1,9354239,9354239,0.2976,0.0396065713891305,0.951682488989846,0.2854,0.328777777777778,0.375846666666667,-0.00184555555555554
9354351,NC_045558.1,9354351,9354351,0.0486,NA,NA,0.0858333333333333,0.04375,0,NA
9354782,NC_045558.1,9354782,9354782,0.0533,0.0529550246050586,0.967354890211803,0.0476333333333333,0.0873055555555556,0.129333333333333,-0.00117777777777778
9357464,NC_045557.1,9357464,9357464,0.366,0.460085689973689,0.822320512764584,0.36874,0.376077777777778,0.393326666666667,-0.00495555555555555
9357500,NC_045557.1,9357500,9357500,0.1824,0.928006214994945,0.921825813333553,0.20538,0.204833333333333,0.20768,-0.00169666666666665
9358298,NC_045558.1,9358298,9358298,0.3069,0.00186887542099541,0.877325347315863,0.283406666666667,0.346336111111111,0.40086,0.00420277777777778
9358378,NC_045557.1,9358378,9358378,0.0896,0.737511935808908,0.961764008376009,0.08078,0.0830666666666667,0.0864866666666667,-0.000566666666666674
9358471,NC_045557.1,9358471,9358471,0.1075,0.354042379160652,0.961404972971121,0.102586666666667,0.110247222222222,0.119113333333333,-0.000602777777777785
9358528,NC_045557.1,9358528,9358528,0.0317,NA,NA,0,0.03095,0.06052,NA
9358570,NC_045557.1,9358570,9358570,0.0326,0.00799842084674117,0.993538032566713,0.0488333333333333,0.0300444444444444,0.0111,7.77777777777773e-05
9360275,NC_045557.1,9360275,9360275,0.4494,0.0696992078968342,0.851666807677657,0.481993333333333,0.455691666666667,0.42206,0.00366499999999997
9360300,NC_045557.1,9360300,9360300,0.0805,0.00663498936672178,0.610711194630156,0.0400933333333333,0.0883866666666667,0.13454,0.0105146666666667
9367236,NC_045557.1,9367236,9367236,0.1303,0.374824852091197,0.858724816280637,0.1955,0.214383333333333,0.247073333333333,-0.00690333333333332
9390722,NC_045557.1,9390722,9390722,0.2463,9.14038529746956e-07,0.627612129868213,0.144586666666667,0.257297222222222,0.340873333333333,0.0145672222222222
9394284,NC_045558.1,9394284,9394284,0.2,0.0162477406367366,0.994169658811101,0.08666,0.139816666666667,0.193426666666667,-0.000226666666666653
9510828,NC_045542.1,9510828,9510828,0.463,0.000408002115241351,0.350497027705263,0.413846666666667,0.472591666666667,0.499186666666667,0.016075
9510844,NC_045542.1,9510844,9510844,0.2663,0.126877987015503,0.888001526981487,0.323046666666667,0.277586111111111,0.242186666666667,-0.00503055555555559
9543434,NC_045558.1,9543434,9543434,0.0449,0.0446826529953119,0.980911645928488,0.0133333333333333,0.0477777777777778,0.0833333333333333,-0.000555555555555552
9543615,NC_045558.1,9543615,9543615,0.0318,NA,NA,0,0.0166666666666667,0.0333333333333333,NA
9543845,NC_045558.1,9543845,9543845,0.2186,0.00194400812130363,0.942127367802128,0.235013333333333,0.196505555555556,0.15548,0.00125888888888886
9551200,NC_045558.1,9551200,9551200,0.2901,0.540320426558657,0.795330372429361,0.35758,0.335577777777778,0.32966,-0.00804222222222217
9551204,NC_045558.1,9551204,9551204,0.4784,0.107858713873005,0.941856144146753,0.498593333333333,0.469597222222222,0.44402,-0.00170944444444443
10039567,NC_045549.1,10039567,10039567,0.0349,NA,NA,0.1,0.05,0,NA
10040661,NC_045549.1,10040661,10040661,0.0194,NA,NA,0,0.0111166666666667,0.0222333333333333,NA
10040716,NC_045549.1,10040716,10040716,0.4179,0.00585414129836708,0.930012414254219,0.46346,0.439416666666667,0.413073333333333,0.00114999999999998
10040737,NC_045549.1,10040737,10040737,0.3356,0.00106352552274816,0.735787820040416,0.28182,0.355544444444444,0.41154,0.00886444444444445
10113089,NC_045549.1,10113089,10113089,0.47,0.00989557244471658,0.976488924090398,0.468106666666667,0.436430555555556,0.403666666666667,0.000543888888888899
10383439,NC_045547.1,10383439,10383439,0.2341,0.202748520564271,0.923747580257284,0.211733333333333,0.184944444444444,0.163146666666667,-0.00249555555555556
10385425,NC_045547.1,10385425,10385425,0.4711,0.0294403161394861,0.879913536570653,0.48566,0.426536111111111,0.355093333333333,0.00615944444444444
10385484,NC_045547.1,10385484,10385484,0.4763,0.0202931009501799,0.803216468864193,0.49008,0.435947222222222,0.363266666666667,0.00927388888888886
10388253,NC_045547.1,10388253,10388253,0.0403,0.00435274509641896,0.99223887656453,0.0462533333333333,0.0301527777777778,0.0139,7.61111111111101e-05
10389324,NC_045547.1,10389324,10389324,0.0282,0.94196327942325,0.969444414479973,0.0315266666666667,0.0308833333333333,0.03068,-0.000304666666666668
10389384,NC_045547.1,10389384,10389384,0.2757,0.0333102107754388,0.934033801461181,0.281013333333333,0.364883333333333,0.45784,-0.00454333333333334
10390593,NC_045547.1,10390593,10390593,0.4119,0.293177894767373,0.635855233961924,0.468813333333333,0.47796,0.52981,-0.015252
10390638,NC_045547.1,10390638,10390638,0.5009,0.304493450032521,0.991897739386619,0.511706666666667,0.497252777777778,0.482406666666667,0.000196111111111119
10394440,NC_045547.1,10394440,10394440,0.2215,0.0060150825632972,0.883762907081362,0.172573333333333,0.317647222222222,0.442806666666667,0.00995722222222223
10395680,NC_045547.1,10395680,10395680,0.2949,0.0274453656238027,0.954839309228968,0.293266666666667,0.377358333333333,0.46744,-0.00299499999999997
10932901,NC_045548.1,10932901,10932901,0.2517,2.18974722797382e-06,0.71352100197647,0.0996533333333333,0.203547222222222,0.28612,0.0106605555555555
10939692,NC_045548.1,10939692,10939692,0.0259,0.352632545374123,0.982495847492567,0.03002,0.0251083333333333,0.0205066666666667,-0.000155000000000002
10982944,NC_045550.1,10982944,10982944,0.4559,0.409243628495727,0.714039416493824,0.47346,0.460230555555556,0.456973333333333,-0.00498611111111114
10982966,NC_045550.1,10982966,10982966,0.0546,0.712182566198324,0.969810023600891,0.05078,0.0477416666666667,0.04546,-0.000378333333333335
10982983,NC_045550.1,10982983,10982983,0.4472,0.682974915573291,0.69787505293396,0.456426666666667,0.443775,0.445193333333333,-0.00703500000000001
10983718,NC_045550.1,10983718,10983718,0.015,NA,NA,0,0.0263833333333333,0.0522133333333333,NA
12002316,NC_045551.1,12002316,12002316,0.134,9.34023072589073e-07,0.694671375505864,0.04416,0.152616666666667,0.2393,0.0108866666666667
12504355,NC_045548.1,12504355,12504355,0.2558,0.056255542841311,0.949461723358796,0.181486666666667,0.227522222222222,0.277933333333333,-0.00218777777777779
13459250,NC_045555.1,13459250,13459250,0.1747,0.0095962233309325,0.99499245395877,0.0829333333333333,0.119869444444444,0.15656,0.000122777777777777
13463911,NC_045555.1,13463911,13463911,0.1059,0.98062049802838,0.938360175666705,0.127286666666667,0.126275,0.127886666666667,-0.00131166666666668
13463956,NC_045555.1,13463956,13463956,0.1029,0.27498554946258,0.952209147955347,0.125126666666667,0.136683333333333,0.15014,-0.000950000000000006
13464887,NC_045555.1,13464887,13464887,0.4977,0.0704379726472558,0.936232840166186,0.509993333333333,0.496327777777778,0.48082,0.000921111111111095
13465837,NC_045555.1,13465837,13465837,0.1451,0.00176436200048406,0.952616925008031,0.153573333333333,0.194816666666667,0.233913333333333,0.00107333333333334
14670301,NC_045547.1,14670301,14670301,0.5153,0.958752418253236,0.885619661110266,0.502193333333333,0.503694444444444,0.502813333333333,0.00119111111111114
16209712,NC_045553.1,16209712,16209712,0.1031,0.0646780295982993,0.981549439291078,0.0671933333333333,0.0828972222222222,0.09916,-0.000279444444444443
16496126,NC_045543.1,16496126,16496126,0.3507,0.0471013680779204,0.938663827567846,0.369673333333333,0.340472222222222,0.314286666666667,-0.00150777777777777
16496437,NC_045543.1,16496437,16496437,0.3896,0.0137280225529139,0.998778599186539,0.41942,0.393536111111111,0.367606666666667,2.27777777777605e-05
16496891,NC_045543.1,16496891,16496891,0.1074,0.0989732439227764,0.965023174761153,0.0841466666666667,0.105230555555556,0.127926666666667,-0.000806111111111105
17147075,NC_045547.1,17147075,17147075,0.4897,0.303853081720681,0.339338412043315,0.498193333333333,0.498336111111111,0.52188,-0.0117005555555556
17186424,NC_045547.1,17186424,17186424,0.0287,0.0785816131880483,0.983941645837954,0.0238,0.0381138888888889,0.0528866666666667,-0.000229444444444442
17186463,NC_045547.1,17186463,17186463,0.1247,0.00403802484610604,0.947368245965341,0.101966666666667,0.165011111111111,0.22418,0.00193777777777776
17196073,NC_045547.1,17196073,17196073,0.071,2.90920093497862e-05,0.89172854011171,0.142426666666667,0.0935194444444444,0.0400133333333333,0.00229944444444445
17196137,NC_045547.1,17196137,17196137,0.5086,0.0126574671646351,0.000143750220548385,0.464973333333333,0.518319444444444,0.4966,0.0375327777777777
17342692,NC_045554.1,17342692,17342692,0.0283,0.269325040575487,0.985260004540747,0.0120933333333333,0.0170472222222222,0.0222333333333333,-0.000116111111111112
17344878,NC_045554.1,17344878,17344878,0.0385,0.000186414747622204,0.964167790406854,0.00723333333333333,0.0296166666666667,0.0513,0.00035
18466425,NC_045553.1,18466425,18466425,0.3547,1.31339336112827e-05,0.599457309474795,0.418493333333333,0.367269444444444,0.295,0.0105227777777778
18526717,NC_045552.1,18526717,18526717,0.0369,NA,NA,0.0428666666666667,0.0214333333333333,0,NA
18535901,NC_045552.1,18535901,18535901,0.1709,1.72898178720792e-06,0.789138824561967,0.227926666666667,0.165777777777778,0.0928733333333333,0.00537777777777779
18927100,NC_045555.1,18927100,18927100,0.204,0.283981578113323,0.936470550969197,0.19262,0.203736111111111,0.217446666666667,-0.00129722222222223
18935762,NC_045555.1,18935762,18935762,0.254,0.194100674930454,0.931506121187823,0.26826,0.249769444444444,0.234366666666667,-0.0015438888888889
18936835,NC_045555.1,18936835,18936835,0.0319,0.161633542620783,0.82906471557214,0.05,0.0345,0.02,-0.0035
19188461,NC_045551.1,19188461,19188461,0.2803,1.92424075758331e-05,0.577004188694613,0.22956,0.342627777777778,0.41896,0.0183677777777778
20285031,NC_045553.1,20285031,20285031,0.2782,0.038732089553657,0.95558270545417,0.301373333333333,0.268836111111111,0.23868,-0.00119055555555558
20292216,NC_045553.1,20292216,20292216,0.02,NA,NA,0,0.0125,0.025,NA
21299676,NC_045554.1,21299676,21299676,0.0338,0.0410480656835149,0.987863938300233,0.06558,0.0447611111111111,0.02436,-0.000208888888888883
21310118,NC_045554.1,21310118,21310118,0.1562,0.00502658044456553,0.979986528866977,0.171173333333333,0.131505555555556,0.0908333333333333,0.000502222222222209
21431702,NC_045554.1,21431702,21431702,0.4237,0.0228450905066792,0.762986861713034,0.4506,0.413508333333333,0.36332,0.00654833333333332
21431774,NC_045554.1,21431774,21431774,0.0167,NA,NA,0,0.0125,0.025,NA
21438007,NC_045554.1,21438007,21438007,0.0146,NA,NA,0,0.00853333333333333,0.0169866666666667,NA
21439070,NC_045556.1,21439070,21439070,0.1464,0.00337594167749682,0.948184487045947,0.1711,0.107925,0.0408733333333333,0.00193833333333333
21460762,NC_045556.1,21460762,21460762,0.078,0.0650687803350061,0.94206407780003,0.106953333333333,0.159352777777778,0.217553333333333,-0.00290055555555555
21461993,NC_045554.1,21461993,21461993,0.0432,0.0332459917841257,0.994344200977644,0.0277666666666667,0.0423861111111111,0.05714,-6.72222222222255e-05
21462524,NC_045554.1,21462524,21462524,0.2107,4.14463326221787e-05,0.83477954208978,0.265986666666667,0.203016666666667,0.130106666666667,0.00497
21462525,NC_045554.1,21462525,21462525,0.0278,NA,NA,0.05218,0.0266,0,NA
21467653,NC_045556.1,21467653,21467653,0.0146,NA,NA,0,0.00873333333333333,0.0173866666666667,NA
21467750,NC_045556.1,21467750,21467750,0.0146,NA,NA,0,0.00873333333333333,0.0173866666666667,NA
21484747,NC_045554.1,21484747,21484747,0.0243,NA,NA,0,0.0142833333333333,0.0283266666666667,NA
21488648,NC_045554.1,21488648,21488648,0.0146,NA,NA,0,0.00853333333333333,0.0169866666666667,NA
21500338,NC_045555.1,21500338,21500338,0.1923,0.866162935885422,0.541193929663395,0.174483333333333,0.15306,0.185706666666667,-0.0276585185185185
21500343,NC_045555.1,21500343,21500343,0.4523,0.21915311588095,0.472496634361505,0.4817,0.437623529411765,0.436113333333333,-0.0204971602434078
21500349,NC_045555.1,21500349,21500349,0.1337,0.572489775741793,0.936351817152408,0.118833333333333,0.109497222222222,0.10322,-0.00152944444444444
21500407,NC_045555.1,21500407,21500407,0.2571,0.908798089333626,0.904953746463706,0.220473333333333,0.219763888888889,0.223786666666667,-0.0023661111111111
21500437,NC_045555.1,21500437,21500437,0.5163,0.0359116486585617,0.823439088372608,0.479613333333333,0.496461111111111,0.519833333333333,-0.00326222222222222
21500439,NC_045555.1,21500439,21500439,0.3992,0.011027293141995,0.935365491361083,0.354326666666667,0.3899,0.429106666666667,-0.00181666666666663
21500442,NC_045555.1,21500442,21500442,0.393,0.0126723985855006,0.931098346560057,0.35268,0.388216666666667,0.427693333333333,-0.00197000000000003
21500493,NC_045555.1,21500493,21500493,0.0172,NA,NA,0,0.0108,0.0214666666666667,NA
21500694,NC_045555.1,21500694,21500694,0.288,0.85564721492289,0.866052874634611,0.280366666666667,0.279575,0.286493333333333,-0.003855
21500737,NC_045555.1,21500737,21500737,0.4214,9.45555194537281e-05,0.727404233202175,0.387906666666667,0.428052777777778,0.4587,0.00474944444444447
21507414,NC_045555.1,21507414,21507414,0.3272,1.86116714957261e-05,0.697460250170887,0.370413333333333,0.290330555555556,0.184826666666667,0.0127105555555556
21839654,NC_045549.1,21839654,21839654,0.0849,6.73464142103877e-05,0.670766069572129,0.12674,0.0809766666666667,0.03147,-0.00765533333333333
21854409,NC_045554.1,21854409,21854409,NA,NA,NA,NA,0.5,0.5,NA
21857099,NC_045549.1,21857099,21857099,0.4419,0.0778520894479167,0.832057346316204,0.463266666666667,0.43841,0.40935,-0.00328999999999996
22466409,NC_045542.1,22466409,22466409,0.4521,0.164856320565454,0.879423939017768,0.424446666666667,0.3847,0.354733333333333,-0.00489000000000001
22934503,NC_045556.1,22934503,22934503,0.0283,0.686278902402914,0.973875620636594,0.0399933333333333,0.0371194444444444,0.0348266666666667,-0.000290555555555551
22974207,NC_045556.1,22974207,22974207,0.0779,0.0025466487276737,0.980545980709967,0.10174,0.0758277777777778,0.0493266666666667,0.000294444444444444
23896830,NC_045547.1,23896830,23896830,0.0324,0.00743722752713423,0.982144854553223,0.0904333333333333,0.0512055555555556,0.0111,0.000438888888888884
24398025,NC_045546.1,24398025,24398025,0.1214,0.624303301403424,0.935137115107839,0.140513333333333,0.132636111111111,0.127706666666667,-0.00147388888888889
24404921,NC_045546.1,24404921,24404921,0.3526,6.29021982514667e-14,0.198690830587834,0.22418,0.35265,0.4236,0.02876
24409882,NC_045546.1,24409882,24409882,0.3568,2.38962416604466e-12,0.187967399972204,0.23124,0.369233333333333,0.440726666666667,0.03325
24409884,NC_045546.1,24409884,24409884,0.0683,0.30002828334122,0.970132220997884,0.05854,0.0492638888888889,0.0408666666666667,-0.000439444444444444
24412121,NC_045546.1,24412121,24412121,0.355,2.2957578335468e-12,0.18686579327032,0.230446666666667,0.369038888888889,0.440726666666667,0.0334522222222223
24412139,NC_045546.1,24412139,24412139,0.3711,2.0380862323076e-13,0.146342231123485,0.233553333333333,0.377863888888889,0.448333333333333,0.0369205555555556
24420510,NC_045546.1,24420510,24420510,0.3756,9.64742777540636e-11,0.234944755496112,0.255913333333333,0.383080555555556,0.450293333333333,0.0299772222222222
24429969,NC_045547.1,24429969,24429969,0.2638,1.76195909085246e-05,0.768488833037281,0.154366666666667,0.238844444444444,0.307926666666667,0.00769777777777778
24433146,NC_045547.1,24433146,24433146,0.0954,0.691053521931579,0.937481895096406,0.102366666666667,0.106219444444444,0.112966666666667,-0.00144722222222221
