INFO,scaffold,start,end,mid,sites,pi_Meadow,pi_Lake,dxy_Meadow_Lake,Fst_Meadow_Lake,Category_I,Category_2
CFH,NC_045545.1,300446,300446,300446,1,0.4589,0.4717,0.4627,-0.0019,random,transcriptome_FastEvolving
CFH,NC_045545.1,300536,300536,300536,1,0.2998,0.3645,0.333,0.0081,random,transcriptome_FastEvolving
CFH,NC_045545.1,302070,302070,302070,1,0.3326,0.3464,0.337,-0.0029,random,transcriptome_FastEvolving
CFH,NC_045545.1,302108,302108,302108,1,0.4764,0.4957,0.4817,-0.0047,random,transcriptome_FastEvolving
CFH,NC_045545.1,302172,302172,302172,1,0.1839,0.1834,0.1823,-0.0037,random,transcriptome_FastEvolving
CFH,NC_045545.1,302208,302208,302208,1,0.5019,0.4846,0.4924,-0.0018,random,transcriptome_FastEvolving
CFH,NC_045545.1,303420,303420,303420,1,0.2385,0.2922,0.2649,0.0034,random,transcriptome_FastEvolving
CFH,NC_045545.1,303426,303426,303426,1,0.4444,0.4391,0.4383,-0.004,random,transcriptome_FastEvolving
CFH,NC_045545.1,303428,303428,303428,1,0.3938,0.3812,0.3847,-0.0043,random,transcriptome_FastEvolving
CFH,NC_045545.1,303432,303432,303432,1,0.5042,0.4997,0.5,-0.0021,random,transcriptome_FastEvolving
CFH,NC_045545.1,303522,303522,303522,1,0.5019,0.5191,0.5068,-0.0031,random,transcriptome_FastEvolving
CFH,NC_045545.1,303537,303537,303537,1,0.4925,0.4973,0.4915,-0.0031,random,transcriptome_FastEvolving
CFH,NC_045545.1,312250,312250,312250,1,0.5045,0.5041,0.4996,-0.0046,random,transcriptome_FastEvolving
CFH,NC_045545.1,312275,312275,312275,1,0.4221,0.4572,0.439,0.0023,random,transcriptome_FastEvolving
CFH,NC_045545.1,312301,312301,312301,1,0.37,0.4123,0.3904,0.0038,random,transcriptome_FastEvolving
CFH,NC_045545.1,312303,312303,312303,1,0.0592,0.0842,0.0714,0.0101,random,transcriptome_FastEvolving
CFH,NC_045545.1,312325,312325,312325,1,0.5034,0.5032,0.5,-0.0033,random,transcriptome_FastEvolving
CFH,NC_045545.1,294512,294512,294512,1,0.502,0.5019,0.4984,-0.0035,random,transcriptome_FastEvolving
CFH,NC_045545.1,312363,312363,312363,1,0.3168,0.2796,0.2969,-0.0069,random,transcriptome_FastEvolving
CFH,NC_045545.1,312368,312368,312368,1,0.4913,0.4974,0.4913,-0.0028,random,transcriptome_FastEvolving
CFH,NC_045545.1,312369,312369,312369,1,0.2266,0.1977,0.2109,-0.0086,random,transcriptome_FastEvolving
CFH,NC_045545.1,312378,312378,312378,1,0.3532,0.2881,0.3212,-0.0067,random,transcriptome_FastEvolving
CFH,NC_045545.1,313269,313269,313269,1,0.4103,0.5033,0.4861,0.0374,random,transcriptome_FastEvolving
CFH,NC_045545.1,313277,313277,313277,1,0.496,0.4929,0.4889,-0.0057,random,transcriptome_FastEvolving
CFH,NC_045545.1,313293,313293,313293,1,0.0421,0.2129,0.1358,0.0086,random,transcriptome_FastEvolving
CFH,NC_045545.1,313308,313308,313308,1,0.543,0.5478,0.5419,-0.0028,random,transcriptome_FastEvolving
CFH,NC_045545.1,268658,268658,268658,1,0.3927,0.3742,0.3811,-0.0044,random,transcriptome_FastEvolving
CFH,NC_045545.1,268667,268667,268667,1,0.4516,0.4252,0.4364,-0.0036,random,transcriptome_FastEvolving
CFH,NC_045545.1,275946,275946,275946,1,0.502,0.4989,0.5031,0.0024,random,transcriptome_FastEvolving
CFH,NC_045545.1,278856,278856,278856,1,0.4949,0.483,0.4868,-0.0029,random,transcriptome_FastEvolving
CFH,NC_045545.1,278857,278857,278857,1,0.1373,0.0956,0.1162,-0.0113,random,transcriptome_FastEvolving
CFH,NC_045545.1,278868,278868,278868,1,0.1621,0.1502,0.1551,-0.0054,random,transcriptome_FastEvolving
CFH,NC_045545.1,278963,278963,278963,1,0.1666,0.1811,0.1727,-2e-04,random,transcriptome_FastEvolving
CFH,NC_045545.1,280887,280887,280887,1,0.4462,0.4632,0.4522,-0.001,random,transcriptome_FastEvolving
CFH,NC_045545.1,280948,280948,280948,1,0.4131,0.3399,0.3792,-0.0028,random,transcriptome_FastEvolving
CFH,NC_045545.1,280974,280974,280974,1,0.4576,0.4108,0.4351,-0.0018,random,transcriptome_FastEvolving
CFH,NC_045545.1,280991,280991,280991,1,0.0793,0.1502,0.1156,0.0359,random,transcriptome_FastEvolving
CFH,NC_045545.1,350819,350819,350819,1,0.2238,0.2353,0.2277,-0.0038,random,transcriptome_FastEvolving
CFH,NC_045545.1,350869,350869,350869,1,0.1338,0.1517,0.1417,-0.0028,random,transcriptome_FastEvolving
CFH,NC_045545.1,350870,350870,350870,1,0.1361,0.1058,0.1202,-0.0086,random,transcriptome_FastEvolving
CFH,NC_045545.1,313340,313340,313340,1,0.1925,0.2984,0.2475,0.0164,random,transcriptome_FastEvolving
CFH,NC_045545.1,313369,313369,313369,1,0.4225,0.3983,0.4003,-0.0119,random,transcriptome_FastEvolving
CFH,NC_045545.1,313328,313328,313328,1,0.5249,0.5688,0.558,0.0181,random,transcriptome_FastEvolving
CFH,NC_045545.1,313329,313329,313329,1,0.4987,0.4716,0.4812,-0.0076,random,transcriptome_FastEvolving
CFH,NC_045545.1,313425,313425,313425,1,0.4438,0.4553,0.4386,-0.0121,random,transcriptome_FastEvolving
CFH,NC_045545.1,350715,350715,350715,1,0.3786,0.3788,0.375,-0.005,random,transcriptome_FastEvolving
CFH,NC_045545.1,312335,312335,312335,1,0.1012,0.0497,0.0757,-0.0213,random,transcriptome_FastEvolving
CFH,NC_045545.1,313373,313373,313373,1,0.5081,0.5079,0.4931,-0.0151,random,transcriptome_FastEvolving
CFH,NC_045545.1,350797,350797,350797,1,0.1748,0.1339,0.1536,-0.0018,random,transcriptome_FastEvolving
CFH,NC_045545.1,350723,350723,350723,1,0.4855,0.4813,0.479,-0.0047,random,transcriptome_FastEvolving
CFH,NC_045545.1,350789,350789,350789,1,0.5072,0.5057,0.5004,-0.0062,random,transcriptome_FastEvolving
CFH,NC_045545.1,313371,313371,313371,1,0.5185,0.5078,0.5,-0.0143,random,transcriptome_FastEvolving
CHEK1,NC_045553.1,37429912,37429912,37429912,1,0.406,0.4636,0.4392,0.0043,stress,
CHEK1,NC_045553.1,37422885,37422885,37422885,1,0.0193,0.0275,0.0233,-0.0022,stress,
CHEK1,NC_045553.1,37429911,37429911,37429911,1,0.406,0.4636,0.4392,0.0043,stress,
CHEK2,NC_045553.1,36797,36797,36797,1,0.4991,0.4902,0.4918,-0.0037,p53,
CHEK2,NC_045553.1,37923,37923,37923,1,0.4825,0.4923,0.4847,-0.0023,p53,
CHEK2,NC_045553.1,36018,36018,36018,1,0.3783,0.3294,0.3529,-0.0051,p53,
CREBBP,NC_045554.1,30375,30375,30375,1,0,0.0395,0.02,0.063,hypoxia,
CREBBP,NC_045554.1,5746,5746,5746,1,0.0197,0.0184,0.019,-0.0027,hypoxia,
CREBBP,NC_045554.1,147,147,147,1,0.0476,0.0093,0.0287,0.0052,hypoxia,
CREBBP,NC_045554.1,5728,5728,5728,1,0.0176,0.0169,0.0172,-0.0021,hypoxia,
CREBBP,NC_045554.1,5832,5832,5832,1,0,0.1054,0.0556,0.0292,hypoxia,
CREBBP,NC_045554.1,29271,29271,29271,1,0.2109,0.2509,0.2299,0.0042,hypoxia,
CREBBP,NC_045554.1,30333,30333,30333,1,0.2144,0.2126,0.2119,-0.004,hypoxia,
CTSL,NA,NA,NA,NA,NA,NA,NA,NA,NA,random,
D2HGDH,NC_045550.1,32708150,32708150,32708150,1,0.1027,0.4458,0.3494,0.1543,random,
D2HGDH,NC_045550.1,32708138,32708138,32708138,1,0.0734,0.4458,0.344,0.1728,random,
D2HGDH,NC_045550.1,32718247,32718247,32718247,1,0.1608,0.4911,0.4392,0.1499,random,
DDB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,p53,
DDX4,NC_045543.1,122251514,122251514,122251514,1,0.0396,0,0.02,0.0877,reproduction,
DECR1,NC_045548.1,51973149,51973149,51973149,1,0.2119,0.4324,0.3573,0.0702,metabolism,Lipid Metabolism
DHX29,NC_045543.1,122484072,122484072,122484072,1,0.0193,0.0275,0.0233,-0.0022,random,
DHX29,NC_045543.1,122477474,122477474,122477474,1,0.075,0.0454,0.0602,-1e-04,random,
DHX29,NC_045543.1,122474689,122474689,122474689,1,0.0743,0.0887,0.0812,-0.0025,random,
DMRT1,NA,NA,NA,NA,NA,NA,NA,NA,NA,reproduction,Sex_determination_linked
DNAJA1,NC_045543.1,45102966,45102966,45102966,1,0.1273,0.1612,0.144,-0.0011,stress,DNA_repair
DNAJA1,NC_045543.1,45106594,45106594,45106594,1,0.0568,0.0184,0.0378,0.0034,stress,DNA_repair
DNAJA3,NC_045554.1,266779,266779,266779,1,0.0603,0.025,0.0428,0.0013,stress,DNA_repair
DNAJA3,NC_045554.1,266852,266852,266852,1,0.0614,0.0169,0.0395,0.0013,stress,DNA_repair
DNAJA3,NC_045554.1,263984,263984,263984,1,0.3168,0.3857,0.3524,-8e-04,stress,DNA_repair
DNAJC22,NC_045542.1,35552858,35552858,35552858,1,0.4253,0.4444,0.4337,-0.0013,stress,DNA_repair
DNAJC22,NC_045542.1,35552897,35552897,35552897,1,0.0915,0.1715,0.1331,0.0074,stress,DNA_repair
DRD4,NC_045541.1,76374219,76374219,76374219,1,0.0205,0.0099,0.0152,0,behavior,
DRD4,NC_045541.1,76374313,76374313,76374313,1,0,0.0553,0.0283,0.0017,behavior,
DRD4,NC_045541.1,76398381,76398381,76398381,1,0.4791,0.5022,0.502,0.0116,behavior,
DRD4,NC_045541.1,76398576,76398576,76398576,1,0.4816,0.5022,0.5019,0.0105,behavior,
E2F6,NC_045543.1,6315548,6315548,6315548,1,0.4825,0.503,0.4972,0.0056,p53,
EDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,behavior,
EIF4A3,NA,NA,NA,NA,NA,NA,NA,NA,NA,reproduction,
EIF4H,NA,NA,NA,NA,NA,NA,NA,NA,NA,random,
ELK3,NA,NA,NA,NA,NA,NA,NA,NA,NA,random,
EP300,NC_045547.1,32752808,32752808,32752808,1,0.3496,0.2487,0.3041,0.0071,hypoxia,
EP300,NC_045547.1,32714785,32714785,32714785,1,0.427,0.4961,0.4766,0.0198,hypoxia,
FOS,NC_045541.1,131479561,131479561,131479561,1,0.1572,0.0907,0.1249,0.0044,IILS,
FOS,NC_045541.1,131479700,131479700,131479700,1,0.2322,0.4829,0.428,0.0912,IILS,
FOS,NC_045541.1,131479724,131479724,131479724,1,0.2303,0.4854,0.4325,0.0907,IILS,
FOXA1,NC_045541.1,129716214,129716214,129716214,1,0.0649,0,0.0333,0.0065,IILS,
FOXA1,NC_045541.1,129716496,129716496,129716496,1,0.3309,0.4405,0.3977,0.0142,IILS,
FOXA3,NC_045552.1,1884275,1884275,1884275,1,0.2345,0.2794,0.2564,0.0016,IILS,
FOXA3,NC_045552.1,1884906,1884906,1884906,1,0.0658,0.2509,0.1703,0.0339,IILS,
FOXA3,NC_045552.1,1884938,1884938,1884938,1,0.0085,0.0474,0.0282,0.005,IILS,
FOXF1,NW_022473632.1,52929,52929,52929,1,0,0.0563,0.0286,-0.1615,IILS,
FOXF1,NW_022473632.1,52930,52930,52930,1,0,0.0597,0.0303,-0.2002,IILS,
FOXF1,NW_022473632.1,52227,52227,52227,1,0.4304,0.5057,0.4886,0.0174,IILS,
FOXF1,NW_022473632.1,52633,52633,52633,1,0.5051,0.5057,0.5,-0.0054,IILS,
FOXF1,NW_022473632.1,52953,52953,52953,1,0,0.1024,0.0526,-0.3778,IILS,
FOXJ1,NC_045542.1,55144772,55144772,55144772,1,0.3768,0.1045,0.2775,0.0776,IILS,
FOXJ2,NC_045549.1,77441213,77441213,77441213,1,0.0195,0.098,0.0602,0.0115,IILS,
FOXJ2,NC_045549.1,77441302,77441302,77441302,1,0.3811,0.3361,0.3588,-3e-04,IILS,
FOXJ2,NC_045549.1,77436565,77436565,77436565,1,0.4167,0.3884,0.4004,-0.0043,IILS,
FOXK1,NC_045554.1,3926458,3926458,3926458,1,0.0185,0.0629,0.0409,0.0254,random,
FOXK1,NC_045554.1,3979610,3979610,3979610,1,0.0191,0.0624,0.0411,0.0031,random,
FOXK1,NC_045554.1,3979431,3979431,3979431,1,0.0169,0.0555,0.0364,0.0013,random,
FOXK1,NC_045554.1,3979535,3979535,3979535,1,0.2229,0.0777,0.1572,0.0228,random,
FOXN2,NC_045544.1,101743215,101743215,101743215,1,0.1397,0.0835,0.1122,0.0064,IILS,
FOXN3,NC_045541.1,139130470,139130470,139130470,1,0.3215,0.4743,0.4294,0.0405,IILS,
FOXO1,NC_045543.1,16496891,16496891,16496891,1,0.1181,0.0979,0.1074,-0.01,IILS,
FOXO1,NC_045543.1,16496437,16496437,16496437,1,0.395,0.3878,0.3896,-0.0022,IILS,
FOXO1,NC_045543.1,16496126,16496126,16496126,1,0.3418,0.3618,0.3507,-0.0014,IILS,
FOXO3,NA,NA,NA,NA,NA,NA,NA,NA,NA,IILS,
FOXO4,NC_045552.1,55419554,55419554,55419554,1,0.0655,0.0878,0.0758,0.0178,IILS,
FOXO4,NC_045552.1,55428752,55428752,55428752,1,0.097,0.0128,0.0565,-0.0141,IILS,
FOXO4,NC_045552.1,55428761,55428761,55428761,1,0.1861,0.1911,0.1873,-0.0026,IILS,
FOXO4,NC_045552.1,55427469,55427469,55427469,1,0.2981,0.3254,0.3099,2e-04,IILS,
FOXO4,NC_045552.1,55427172,55427172,55427172,1,0.1091,0.0649,0.0869,-0.0209,IILS,
FOXP4,NA,NA,NA,NA,NA,NA,NA,NA,NA,IILS,
GABARAPL1,NA,NA,NA,NA,NA,NA,NA,NA,NA,p53,
GADD45A,NA,NA,NA,NA,NA,NA,NA,NA,NA,p53,
GADD45B,NC_045541.1,186466105,186466105,186466105,1,0.3767,0.1498,0.2906,0.0511,stress,
GADD45G,NA,NA,NA,NA,NA,NA,NA,NA,NA,stress,
GAPDH,NC_045543.1,42145837,42145837,42145837,1,0.2273,0.139,0.1853,0.0037,metabolism,
GAPDH,NC_045543.1,42145844,42145844,42145844,1,0.0305,0,0.0154,0.0658,metabolism,
GAPDH,NC_045543.1,42145870,42145870,42145870,1,0.1563,0.073,0.1163,0.0057,metabolism,
GDAP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxidative_stress,
GHR,NC_045543.1,126307594,126307594,126307594,1,0.5016,0.4994,0.5013,8e-04,growth,
GIGYF2,NC_045550.1,28520314,28520314,28520314,1,0.1522,0.0442,0.1014,0.0245,random,
GIGYF2,NC_045550.1,28520200,28520200,28520200,1,NA,NA,NA,NA,random,
GIGYF2,NC_045550.1,28494816,28494816,28494816,1,0.3034,0.0255,0.1927,0.0294,random,
GIGYF2,NC_045550.1,28520735,28520735,28520735,1,0.3278,0.4903,0.5453,0.142,random,
GIGYF2,NC_045550.1,28520126,28520126,28520126,1,0.3287,0.4881,0.549,0.1465,random,
GPATCH1,NC_045554.1,37563782,37563782,37563782,1,0.0515,0.1312,0.0929,0.0104,random,
GPATCH1,NC_045554.1,37572403,37572403,37572403,1,0,0.0537,0.0274,0.0616,random,
GPATCH1,NC_045554.1,37551122,37551122,37551122,1,0.5041,0.4923,0.5,9e-04,random,
GPATCH1,NC_045554.1,37550538,37550538,37550538,1,0.4975,0.5034,0.4992,-0.001,random,
GPATCH1,NC_045554.1,37550580,37550580,37550580,1,0.5045,0.5038,0.5,-0.0041,random,
GPATCH1,NC_045554.1,37557886,37557886,37557886,1,0.4979,0.5025,0.5021,0.0022,random,
GPATCH1,NC_045554.1,37559481,37559481,37559481,1,0.0288,0,0.0146,0.0061,random,
GPATCH1,NC_045554.1,37561566,37561566,37561566,1,0.4868,0.4881,0.4852,-0.0024,random,
GPX1,NC_045542.1,100194696,100194696,100194696,1,0.4454,0.3548,0.4089,0.0104,stress,antioxidant
GPX1,NC_045542.1,100197012,100197012,100197012,1,0.4644,0.5018,0.4964,0.013,stress,antioxidant
GPX1,NC_045542.1,100196991,100196991,100196991,1,0.4691,0.502,0.4978,0.0122,stress,antioxidant
GPX1,NC_045542.1,100194944,100194944,100194944,1,0.3959,0.2988,0.3536,0.0077,stress,antioxidant
GPX3,NC_045542.1,91678296,91678296,91678296,1,0.2354,0.3942,0.3311,0.0242,stress,antioxidant
GPX3,NC_045542.1,91678187,91678187,91678187,1,0.0568,0.0093,0.0335,0.0075,stress,antioxidant
GPX4,NC_045541.1,175717483,175717483,175717483,1,0.2289,0.2665,0.2472,-0.0011,stress,antioxidant
GPX4,NC_045541.1,175714664,175714664,175714664,1,0.0427,0.1912,0.1237,0.0303,stress,antioxidant
GPX7,NC_045545.1,33759032,33759032,33759032,1,0.0288,0,0.0146,0.0108,stress,antioxidant
GPX7,NC_045545.1,33751341,33751341,33751341,1,0.1147,0.0619,0.0887,0.0057,stress,antioxidant
GPX7,NC_045545.1,33751287,33751287,33751287,1,0.0396,0,0.02,0.0877,stress,antioxidant
GPX8,NA,NA,NA,NA,NA,NA,NA,NA,NA,stress,antioxidant
GRB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,random,
GSK3A,NA,NA,NA,NA,NA,NA,NA,NA,NA,IILS,
GSK3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,IILS,
GSTA1,NC_045544.1,4477151,4477151,4477151,1,0.0335,0,0.0169,0.0066,stress,antioxidant
GSTA1,NC_045544.1,4477175,4477175,4477175,1,0.1215,0.0865,0.1039,-3e-04,stress,antioxidant
GSTP1,NC_045541.1,69283845,69283845,69283845,1,0.0297,0.0887,0.0599,0.0124,stress,antioxidant
HAGHL,NC_045554.1,17344878,17344878,17344878,1,0.066,0.0096,0.0385,0.0236,oxidative_stress,
HAGHL,NC_045554.1,17342692,17342692,17342692,1,0.0383,0.0184,0.0283,-2e-04,oxidative_stress,
HDAC10,NC_045547.1,64582607,64582607,64582607,1,0.0661,0,0.0339,-0.0027,random,
HDAC10,NC_045547.1,64584178,64584178,64584178,1,0.3269,0.3631,0.3445,-0.0011,random,
HDAC10,NC_045547.1,64608392,64608392,64608392,1,0.0396,0,0.02,0.0877,random,
HDAC10,NC_045547.1,64607047,64607047,64607047,1,0.2645,0.2123,0.2377,-0.0098,random,
HDAC3,NA,NA,NA,NA,NA,NA,NA,NA,NA,p53,
HIF1A,NC_045541.1,154070457,154070457,154070457,1,0,0.0962,0.0504,0.0201,hypoxia,
HIF1A,NC_045541.1,154070464,154070464,154070464,1,0.4464,0.4499,0.5537,0.1055,hypoxia,
HIF1A,NC_045541.1,154062639,154062639,154062639,1,0.0762,0.0166,0.0471,0.0078,hypoxia,
HIF1A,NC_045541.1,154070950,154070950,154070950,1,0.0915,0.1159,0.1034,-6e-04,hypoxia,
HIF1AN,NC_045555.1,18927100,18927100,18927100,1,0.2353,0.1725,0.204,-0.0084,hypoxia,
HIF1AN,NC_045555.1,18935762,18935762,18935762,1,0.2505,0.2596,0.254,-0.0021,hypoxia,
HIF1AN,NC_045555.1,18936835,18936835,18936835,1,0.0185,0.0454,0.0319,0.0264,hypoxia,
HSF1,NC_045548.1,80157548,80157548,80157548,1,0.3952,0.3744,0.3833,-0.0025,stress,Heat
HSF1,NC_045548.1,80157711,80157711,80157711,1,0.3272,0.1421,0.25,0.0309,stress,Heat
HSF1,NC_045548.1,80158400,80158400,80158400,1,0.0438,0.0502,0.0468,-0.0023,stress,Heat
HSF1,NC_045548.1,80157681,80157681,80157681,1,0.3204,0.3103,0.3139,-0.0024,stress,Heat
HSF1,NC_045548.1,80157606,80157606,80157606,1,0.3323,0.3245,0.327,-0.0022,stress,Heat
HSF1,NC_045548.1,80158407,80158407,80158407,1,0.0764,0.0188,0.0483,0.0076,stress,Heat
HSF1,NC_045548.1,80167631,80167631,80167631,1,0.0907,0.0197,0.0563,0.0064,stress,Heat
HSF2,NA,NA,NA,NA,NA,NA,NA,NA,NA,stress,Heat
HSP90AA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,stress,Heat
HSP90B1,NC_045547.1,24433146,24433146,24433146,1,0.1064,0.085,0.0954,-0.0018,stress,Heat
HSP90B1,NC_045547.1,24429969,24429969,24429969,1,0.3257,0.1835,0.2638,0.0189,stress,Heat
HSPA13,NC_045546.1,45589721,45589721,45589721,1,0.0352,0.0658,0.0505,8e-04,stress,Heat
HSPA13,NC_045546.1,45589746,45589746,45589746,1,0.4316,0.2655,0.3713,0.0315,stress,Heat
HSPA13,NC_045546.1,45591271,45591271,45591271,1,0.1019,0.3519,0.2558,0.0578,stress,Heat
HSPA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,stress,Heat
HSPA4,NC_045542.1,82315837,82315837,82315837,1,0.0476,0.1778,0.1176,0.018,stress,Heat
HSPA4,NC_045542.1,82308396,82308396,82308396,1,0.0263,0.0324,0.0292,-6e-04,stress,Heat
HSPA5,NA,NA,NA,NA,NA,NA,NA,NA,NA,stress,Heat
HSPA9,NA,NA,NA,NA,NA,NA,NA,NA,NA,stress,Heat
HSPB1,NC_045544.1,121716696,121716696,121716696,1,0.0476,0,0.0243,0.0159,stress,Heat
HSPB1,NC_045544.1,121716705,121716705,121716705,1,0.4078,0.4247,0.4148,-0.0017,stress,Heat
HSPB1,NC_045544.1,121716787,121716787,121716787,1,0.1881,0.2325,0.2102,0,stress,Heat
HSPH1,NC_045546.1,24398025,24398025,24398025,1,0.1126,0.1319,0.1214,0.002,stress,Heat
HSPH1,NC_045546.1,24409884,24409884,24409884,1,0.0476,0.0887,0.0683,9e-04,stress,Heat
HSPH1,NC_045546.1,24412121,24412121,24412121,1,0.4286,0.2146,0.355,0.0518,stress,Heat
HSPH1,NC_045546.1,24409882,24409882,24409882,1,0.4299,0.2163,0.3568,0.0547,stress,Heat
HSPH1,NC_045546.1,24404921,24404921,24404921,1,0.4291,0.203,0.3526,0.0576,stress,Heat
HSPH1,NC_045546.1,24420510,24420510,24420510,1,0.4411,0.252,0.3756,0.0399,stress,Heat
HSPH1,NC_045546.1,24412139,24412139,24412139,1,0.4434,0.2181,0.3711,0.0588,stress,Heat
IGF1,NC_045547.1,23896830,23896830,23896830,1,0.0193,0.0454,0.0324,0,IILS,IIS_Top
IGF1R,NC_045556.1,21439070,21439070,21439070,1,0.0666,0.2127,0.1464,0.0252,IILS,IIS_Top
IGF1R,NC_045556.1,21467750,21467750,21467750,1,0.0288,0,0.0146,0.0061,IILS,IIS_Top
IGF1R,NC_045556.1,21460762,21460762,21460762,1,0.0757,0.081,0.078,-0.0024,IILS,IIS_Top
IGF1R,NC_045556.1,21467653,21467653,21467653,1,0.0288,0,0.0146,0.0061,IILS,IIS_Top
IGF2,NC_045541.1,80157313,80157313,80157313,1,0.2014,0.4748,0.4097,0.0939,IILS,IIS_Top
IGF2,NC_045541.1,80174077,80174077,80174077,1,0.2515,0.1464,0.202,-0.0065,IILS,IIS_Top
IGF2R,NC_045544.1,58982965,58982965,58982965,1,0.3768,0.4915,0.4633,0.0323,IILS,IIS_Top
IGF2R,NC_045544.1,59057824,59057824,59057824,1,0.1976,0.0573,0.1335,0.0229,IILS,IIS_Top
IGF2R,NC_045544.1,58992289,58992289,58992289,1,0.084,0.0093,0.0479,0.0149,IILS,IIS_Top
IGF2R,NC_045544.1,59030837,59030837,59030837,1,0.1123,0.0558,0.0846,0.005,IILS,IIS_Top
IGF2R,NC_045544.1,59025979,59025979,59025979,1,0.3875,0.495,0.4714,0.0322,IILS,IIS_Top
IGF2R,NC_045544.1,59018472,59018472,59018472,1,0.0097,0.0454,0.0278,0.003,IILS,IIS_Top
IGFBP1,NC_045558.1,79529162,79529162,79529162,1,0.434,0.3787,0.4087,0.0031,IILS,IIS_Top
IGFBP2,NA,NA,NA,NA,NA,NA,NA,NA,NA,IILS,IIS_Top
IGFBP3,NA,NA,NA,NA,NA,NA,NA,NA,NA,IILS,IIS_Top
IGFBP4,NA,NA,NA,NA,NA,NA,NA,NA,NA,IILS,IIS_Top
IGFBP7,NC_045543.1,43745920,43745920,43745920,1,0.1134,0.0372,0.0766,0.0066,IILS,IIS_Top
IGFBP7,NC_045543.1,43738497,43738497,43738497,1,0.0396,0,0.02,0.0877,IILS,IIS_Top
INPP5A,NC_045555.1,48757115,48757115,48757115,1,0,0.184,0.1019,0.0547,PI3K,
INPP5A,NC_045555.1,48843477,48843477,48843477,1,0.0383,0.1749,0.112,0.0266,PI3K,
INPP5A,NC_045555.1,48851770,48851770,48851770,1,0.2139,0.1427,0.1794,-0.0012,PI3K,
INPP5A,NC_045555.1,48795197,48795197,48795197,1,0.1603,0.1764,0.1676,-0.0021,PI3K,
INPP5A,NC_045555.1,48829840,48829840,48829840,1,0.084,0.0723,0.0778,-0.0017,PI3K,
INPP5A,NC_045555.1,48900664,48900664,48900664,1,0.1025,0.0971,0.0994,-0.0025,PI3K,
INPP5A,NC_045555.1,48985580,48985580,48985580,1,0.4883,0.5022,0.5007,0.006,PI3K,
INSR,NC_045541.1,166109368,166109368,166109368,1,0.4852,0.3786,0.4543,0.0239,IILS,IIS_Top
INSR,NC_045541.1,166166632,166166632,166166632,1,0.0768,0.0802,0.0782,-0.002,IILS,IIS_Top
INSR,NC_045541.1,166130810,166130810,166130810,1,0.3895,0.4839,0.455,0.021,IILS,IIS_Top
INSR,NC_045541.1,166112781,166112781,166112781,1,0.4796,0.3702,0.4456,0.0238,IILS,IIS_Top
IRS4,NC_045552.1,40407018,40407018,40407018,1,0,0.0449,0.0227,-0.0879,IILS,
IRS4,NC_045552.1,40407362,40407362,40407362,1,0,0.046,0.0233,-0.1011,IILS,
IRS4,NC_045552.1,40406814,40406814,40406814,1,0,0.0597,0.0303,-0.1697,IILS,
IRS4,NC_045552.1,40409495,40409495,40409495,1,0.4562,0.5003,0.4885,0.014,IILS,
ISCA1,NC_045543.1,84052966,84052966,84052966,1,0.0288,0.0459,0.0372,-0.0026,oxphos,
ISCA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,
JAK1,NC_045545.1,26294418,26294418,26294418,1,0.4899,0.4481,0.4743,0.0055,PI3K,
JAK1,NC_045545.1,26294408,26294408,26294408,1,0.4899,0.4481,0.4743,0.0055,PI3K,
JAK1,NC_045545.1,26335704,26335704,26335704,1,0.3898,0.3786,0.3827,-0.0022,PI3K,
JAK1,NC_045545.1,26332251,26332251,26332251,1,0.0958,0,0.05,0.1003,PI3K,
JAK1,NC_045545.1,26324472,26324472,26324472,1,0.491,0.4785,0.4838,-0.001,PI3K,
JAK2,NC_045543.1,75068325,75068325,75068325,1,0.1298,0.4175,0.3232,0.0792,PI3K,
JAK2,NC_045543.1,75068416,75068416,75068416,1,0.0937,0.0291,0.0623,0.02,PI3K,
JAK2,NC_045543.1,75059828,75059828,75059828,1,0.0288,0,0.0146,0.0061,PI3K,
JAK2,NC_045543.1,75059856,75059856,75059856,1,0.0641,0.0795,0.0715,-0.0014,PI3K,
JAK2,NC_045543.1,75059739,75059739,75059739,1,0.1698,0.1482,0.1584,-0.0015,PI3K,
JAK2,NC_045543.1,75059757,75059757,75059757,1,0.1698,0.1626,0.1654,-0.0023,PI3K,
JAK2,NC_045543.1,75059759,75059759,75059759,1,0.1698,0.1626,0.1654,-0.0023,PI3K,
JAK2,NC_045543.1,75052302,75052302,75052302,1,0.0879,0.354,0.2534,0.0706,PI3K,
JAK2,NC_045543.1,75059796,75059796,75059796,1,0.1762,0.1612,0.168,-0.0021,PI3K,
JAK2,NC_045543.1,75059760,75059760,75059760,1,0.4759,0.4629,0.4678,-0.0019,PI3K,
JAK2,NC_045543.1,75084839,75084839,75084839,1,0.0879,0.3433,0.2446,0.0563,PI3K,
